primary_id,paxdb_ppm
P24855,4.38
A0A3B3ISX7,4.38
A0A087X1E4,4.38
P41440,4.37
Q9Y5P4,4.37
Q9BVJ7,4.37
O00468,4.37
Q9Y5A7,4.36
H3BM74,4.36
P51948,4.36
Q96CB9,4.36
Q9Y4R8,4.36
Q9NZR1,4.36
O43677,4.35
Q9UKT9,4.34
P04062,4.34
P13611,4.34
Q8N0X7,4.34
A2ABF9,4.34
Q13823,4.33
Q15154,4.33
Q5JQF8,4.33
F5H5P2,4.33
P01133,4.33
A8MTJ3,4.33
Q9UPY6,4.32
P42575,4.32
C9JEH3,4.32
O00115,4.32
Q9NXV6,4.32
Q9P0B6,4.31
Q16799,4.31
P14672,4.31
Q13438,4.31
Q9Y385,4.31
P63272,4.31
Q5VZ89,4.31
Q5JTZ9,4.3
Q9NWQ8,4.3
O76062,4.3
Q9Y3D5,4.3
Q99496,4.29
Q9UHJ6,4.29
Q9Y3R4,4.29
Q9HBH0,4.29
Q5UIP0,4.28
Q8NHZ8,4.28
Q8WUA8,4.28
Q9H2U1,4.28
Q5UCC4,4.27
O94985,4.27
Q96QC0,4.27
Q14691,4.26
Q7Z2Z2,4.26
Q5SRE5,4.26
Q96FX7,4.26
Q9H9P8,4.26
Q13485,4.25
Q96T37,4.25
Q9C010,4.25
P30047,4.25
Q9UKA9,4.25
Q9NZN8,4.24
O15240,4.24
Q06330,4.23
Q8IWE2,4.23
P53611,4.23
O95999,4.23
Q9HAS0,4.23
Q5JSP0,4.23
A0A8I3B1S4,4.22
Q5VST6,4.22
Q03519,4.22
Q8TDB6,4.22
O75891,4.22
Q96GQ5,4.21
P26232,4.21
Q9P2W9,4.21
P20061,4.2
Q9BTU6,4.2
Q9ULC3,4.2
Q8N8A2,4.2
Q9NS26,4.19
Q8N511,4.19
P29558,4.18
Q96BJ3,4.18
Q08722,4.18
K7N7A8,4.18
Q15800,4.18
Q86WQ0,4.18
Q9BVC4,4.17
Q7Z6E9,4.17
P49746,4.16
Q8N9N2,4.16
Q9NW82,4.16
Q8TDZ2,4.15
Q68CZ2,4.15
Q8WWZ1,4.15
O75508,4.15
Q9BYI3,4.15
P09769,4.14
Q9UBB6,4.14
O95084,4.14
F6RGN5,4.14
K7EJB7,4.14
Q15554,4.14
Q9UKV8,4.13
Q14669,4.12
Q9BU40,4.12
Q92541,4.12
P14598,4.11
O95302,4.11
Q9BU76,4.11
Q9NR19,4.11
P29083,4.1
Q9GZT6,4.1
Q96BP3,4.1
Q9NRW3,4.1
Q13277,4.1
Q14314,4.1
Q9Y320,4.1
Q9Y6M7,4.1
Q86TS9,4.09
Q13033,4.09
O75376,4.09
Q9NVX2,4.09
Q7Z7E8,4.09
Q14767,4.08
Q9HBL8,4.08
Q96A57,4.08
P49441,4.08
Q6P9B6,4.07
Q9UEU0,4.07
I3L4J1,4.06
Q8TB03,4.06
Q14653,4.05
Q8N4P3,4.05
Q92990,4.05
P15336,4.05
Q86SF2,4.05
Q15054,4.05
Q9UID3,4.04
Q9BSJ2,4.04
Q9UGM6,4.03
O43184,4.03
Q9NTM9,4.03
P16233,4.03
O14874,4.03
Q3B726,4.03
Q99525,4.02
O14519,4.02
P08651,4.02
A0A087X256,4.02
Q5JRA6,4.02
Q8TCU6,4.02
P78559,4.01
Q9BW04,4.01
P42695,4.01
P42696,4.01
Q96CV9,4.01
Q969E2,4.01
P62877,4.01
Q9P086,4.0
Q96G28,4.0
Q6PD62,4.0
Q5D862,4.0
Q9UN19,4.0
Q13614,4.0
O60268,4.0
Q5VT52,4.0
Q8TAP9,3.99
Q96B49,3.99
O14732,3.99
E7ES60,3.99
Q7Z3K3,3.99
Q15269,3.98
Q15796,3.98
Q96D15,3.98
Q08345,3.97
Q9UI14,3.97
Q53RT3,3.97
P51575,3.97
P0C1Z6,3.97
P04839,3.96
Q9UF11,3.96
Q9H1U4,3.96
P80294,3.96
Q14692,3.95
Q9BTC0,3.95
Q99988,3.95
Q9BQP7,3.95
Q12840,3.94
Q16611,3.94
P78362,3.94
J3KPT4,3.94
Q9NZ52,3.94
Q2TB90,3.93
O60902,3.93
P0DJD7,3.93
Q6ICB0,3.93
O15226,3.93
Q96I59,3.93
Q16850,3.93
Q9P0P0,3.92
O15479,3.92
O94766,3.92
A0A2R8Y6W5,3.92
P61073,3.92
Q02040,3.91
Q9UBN7,3.91
O75616,3.91
O75629,3.9
A0A087WYV9,3.9
Q9HD15,3.9
Q16720,3.9
Q8TE68,3.89
P19875,3.89
Q8IXB1,3.89
Q567U6,3.89
Q9H5X1,3.89
Q8NE01,3.89
P41217,3.89
Q86UQ4,3.89
Q9C075,3.88
Q969S9,3.88
Q92576,3.88
O00461,3.88
Q9UGN4,3.87
Q8TAF3,3.87
P0DJD8,3.87
Q02487,3.86
Q9NSK0,3.86
P81172,3.86
Q9BQ95,3.85
Q5W111,3.85
P14859,3.85
Q9NV96,3.84
Q13231,3.84
Q969E8,3.84
Q9Y2T3,3.84
Q8WUX9,3.83
F8VX04,3.83
P13051,3.83
Q8IXT5,3.83
Q9Y2P8,3.83
Q96QR1,3.83
Q9H7B4,3.83
P00395,3.82
Q2M2I8,3.81
Q96JB2,3.81
Q99942,3.81
Q9Y3C0,3.81
P60484,3.81
Q9ULX6,3.81
O75446,3.8
A0A087WVR3,3.8
Q6NXG1,3.8
Q8TAC2,3.78
Q8N3X1,3.78
Q15057,3.78
O95147,3.78
Q8IUR0,3.78
Q8WU76,3.78
Q5VIR6,3.77
Q9H019,3.77
Q9NUL3,3.77
Q16633,3.77
Q96FV2,3.77
P51693,3.76
Q96BW9,3.76
P04626,3.76
Q9UK59,3.75
Q8IXI2,3.75
Q9ULD0,3.75
Q9UJX2,3.74
P31431,3.74
P61244,3.74
E7ENG2,3.74
P06746,3.74
Q9HCS7,3.74
P07332,3.74
Q7Z4S6,3.74
P32004,3.73
Q8TDB8,3.73
Q86TV6,3.73
Q86UT6,3.73
O43251,3.73
E9PLN8,3.73
A0ACI8UP29,3.73
Q13107,3.73
O60934,3.72
Q99797,3.72
Q9HB90,3.72
Q16854,3.72
Q4KMQ2,3.71
Q9HAC8,3.71
O75379,3.71
O15357,3.71
Q8N3C0,3.71
Q9H4E5,3.71
Q7LBC6,3.7
P16444,3.7
P05814,3.7
Q5SW79,3.7
Q12981,3.7
O60343,3.69
P17301,3.68
Q9H269,3.68
F6UJY1,3.68
Q6PKH6,3.68
Q9UBU3,3.67
O15228,3.67
P14207,3.67
P34741,3.67
P41214,3.67
Q9NVA1,3.67
P57105,3.66
P24390,3.66
Q08188,3.66
O43805,3.66
Q14527,3.66
Q8N2F6,3.66
O14893,3.66
A0A494C0J7,3.65
O00408,3.64
Q9H7N4,3.64
Q96CW5,3.64
P69849,3.64
Q9UMZ2,3.64
P49221,3.64
Q8N1B4,3.64
P98095,3.64
P60014,3.63
M0R2C6,3.63
G5EA03,3.63
Q6ZN17,3.63
Q9BTY2,3.62
Q96T23,3.62
Q16513,3.62
Q9NZ09,3.61
E7EPP6,3.61
Q9UHA3,3.61
O95905,3.61
Q9H6E4,3.61
O14975,3.61
Q6IA86,3.61
O14920,3.6
Q9HAU5,3.6
Q99576,3.6
Q15155,3.6
P19876,3.59
Q8N8A6,3.59
O15031,3.59
Q6UWP7,3.59
O60936,3.59
Q9UHR4,3.59
Q8NCN5,3.58
P05186,3.58
A0A2R8YD85,3.58
O95786,3.58
P22532,3.58
Q03060,3.58
Q9HCN4,3.57
Q93062,3.57
Q9UJ72,3.57
O95219,3.57
Q8WVV4,3.57
Q8IVM0,3.57
Q96SW2,3.56
P40425,3.56
Q86VU5,3.56
P11488,3.55
O00214,3.55
Q9BW19,3.55
Q9Y2H0,3.55
O96009,3.54
O00471,3.54
Q8IY37,3.54
Q9H330,3.54
Q9H4L5,3.53
Q13643,3.53
Q96D31,3.53
Q969J3,3.53
Q00587,3.53
Q96NT0,3.53
Q6QNY0,3.53
G3XAN8,3.52
Q13015,3.52
Q9NYV4,3.52
O75718,3.52
O15432,3.52
P42345,3.52
P49750,3.51
O14498,3.51
Q9Y4P8,3.51
Q5JPE7,3.51
Q96S59,3.51
Q5BJD5,3.5
A8K2U0,3.5
Q6NXS1,3.5
P45983,3.5
Q7Z5K2,3.5
Q8IVH4,3.5
Q96HY7,3.49
P84101,3.49
Q9BQI0,3.49
O60678,3.49
Q9H0G5,3.49
Q9NXS2,3.49
A0A087WYE5,3.48
O75427,3.48
Q9NX62,3.48
Q96CS2,3.48
Q8N2M8,3.48
Q14814,3.48
Q9H8H0,3.48
O75530,3.48
Q9NUQ7,3.48
Q8NC56,3.47
P45877,3.47
Q96EQ0,3.47
Q13326,3.47
P05129,3.47
Q9H814,3.47
Q96GW7,3.46
P35916,3.46
Q16798,3.46
P0DJD9,3.46
O76041,3.46
P57678,3.46
Q86V48,3.46
O00746,3.45
O95639,3.44
Q4U2R6,3.44
Q9UBD5,3.44
Q8N5C1,3.44
Q0VD83,3.44
O95159,3.44
Q5TAQ9,3.44
Q9H3K2,3.43
Q12857,3.43
Q8IXQ3,3.43
P28907,3.43
Q9UDX5,3.43
P50336,3.43
Q9C0E2,3.43
O15061,3.43
Q07954,3.42
O75886,3.42
Q9H0H5,3.42
Q13503,3.41
Q9HCG8,3.41
O75146,3.41
Q8N6R0,3.41
O00399,3.41
Q8WUF5,3.41
Q9BYJ0,3.41
Q6RW13,3.41
Q8IYI6,3.4
E7EWW0,3.4
Q5T0F9,3.4
P62875,3.4
Q00266,3.4
Q8IXM6,3.4
Q93099,3.4
P23470,3.4
Q96CU9,3.39
Q9UBC5,3.39
Q9NYM9,3.39
Q96F45,3.38
O95352,3.38
Q12789,3.38
Q9Y3X0,3.38
O14734,3.38
Q06278,3.37
A0A0B4J1V9,3.37
Q8TE77,3.37
O76061,3.36
Q9UL26,3.36
Q8TDQ0,3.36
Q96GA7,3.36
O43913,3.35
F6W3Q2,3.35
Q99933,3.34
J3QTA2,3.34
Q6YHK3,3.34
Q9P265,3.34
Q2TAL8,3.34
Q0VAF6,3.34
P43354,3.33
O60551,3.33
Q9NYY8,3.33
Q9NY87,3.33
Q9BXN6,3.33
Q969Y2,3.33
Q99469,3.33
Q15022,3.33
P20648,3.33
Q9H5N1,3.32
Q9UL15,3.31
P26572,3.31
I3L0E3,3.31
Q8NDX1,3.31
Q05329,3.31
P03897,3.31
Q9NVV4,3.3
Q92777,3.3
Q96EK9,3.3
Q9H009,3.3
Q08426,3.29
Q9UJY4,3.29
P17028,3.29
O15084,3.29
Q9UH62,3.29
Q16656,3.29
Q6P5S2,3.28
Q9BTA9,3.28
Q9BTT6,3.27
Q6PL24,3.27
Q92620,3.27
P17302,3.26
Q9BZF9,3.26
Q15166,3.26
Q86Y79,3.26
Q96GD4,3.26
Q8N1A0,3.26
Q9BYX4,3.26
P83436,3.26
Q06520,3.26
O15213,3.25
O14910,3.25
Q9BTY7,3.25
Q8TBQ9,3.25
Q9UKE5,3.25
Q9UPN9,3.24
J3KTI2,3.24
O14545,3.24
H3BRN7,3.24
Q9Y4B6,3.24
A0AV96,3.24
Q9NPH3,3.23
Q96DZ1,3.23
P58557,3.23
P30260,3.22
Q658Y4,3.22
O75843,3.21
Q86U28,3.21
Q9UKI3,3.21
O75976,3.21
P51003,3.21
Q6GMV2,3.21
P06731,3.21
Q96EH3,3.21
O75794,3.2
P50053,3.2
Q9NY93,3.2
Q9BZJ3,3.2
Q9ULQ0,3.2
P42892,3.19
P29536,3.19
O14646,3.19
Q9BW71,3.19
O60942,3.19
Q06481,3.19
P35325,3.19
Q9Y5Y5,3.19
Q5EBL4,3.18
P55789,3.18
P61278,3.18
Q96IV0,3.18
Q9H0R8,3.18
Q9BQY9,3.18
Q15334,3.18
P17676,3.17
Q9H598,3.17
Q8IVB4,3.17
Q9H974,3.17
Q15052,3.16
E7EVC7,3.16
Q8IV48,3.16
Q53ET0,3.15
O15397,3.15
Q9NUD5,3.14
Q8NDB2,3.14
Q96P11,3.14
Q9NVM9,3.14
Q9P2N5,3.14
E7ENX8,3.13
Q9BQ15,3.13
Q8IYS1,3.13
Q99795,3.13
O14683,3.12
Q9Y2R0,3.12
Q15527,3.12
Q9UJY5,3.11
Q14966,3.11
Q5H9L2,3.11
P49643,3.1
O76054,3.1
Q13291,3.1
O15391,3.09
Q13325,3.09
P27448,3.09
Q58A45,3.08
Q16644,3.08
P00480,3.08
Q9NP55,3.08
A0A7P0SXD0,3.08
Q7LGA3,3.07
P21741,3.07
F5H0C4,3.07
O15230,3.07
O76024,3.06
P49642,3.06
Q6ZRV2,3.06
Q9UL17,3.06
Q6UXH1,3.05
Q15438,3.05
Q969Q5,3.05
Q86WX3,3.04
O76080,3.04
Q9UKW4,3.04
P15086,3.04
Q9HC21,3.04
Q86XN8,3.04
Q01484,3.03
Q9Y312,3.03
Q9P206,3.03
Q9BXS6,3.03
P28290,3.03
P43308,3.03
P54646,3.03
Q9H6H4,3.02
O95155,3.02
Q92625,3.02
Q5T200,3.02
A3KN83,3.02
Q9BZW5,3.01
Q9UDR5,3.01
Q8N6N3,3.01
Q7L592,3.01
P18074,3.01
A0A1B0GTC6,3.0
C9JME2,3.0
Q14746,3.0
O43156,3.0
O43278,3.0
O00329,3.0
Q8IU85,3.0
Q9UIS9,3.0
H0YJ60,3.0
H3BPG6,2.99
Q9BSC4,2.99
P40424,2.99
Q9BV44,2.99
Q96PU5,2.99
Q15080,2.99
Q969Z3,2.99
O43427,2.99
Q9Y6U3,2.98
O14972,2.98
Q9BV19,2.97
Q6GTX8,2.97
Q8WVI0,2.97
Q9NWU1,2.97
O14936,2.97
A0A0A0MT33,2.97
Q8TCC3,2.97
Q96LW7,2.97
A0A087WSV6,2.96
Q8WVC0,2.96
Q96RN5,2.96
P35625,2.96
Q9H8J5,2.96
Q9NX01,2.95
Q9BQL6,2.95
F5H5R8,2.95
O60287,2.95
Q15773,2.95
P0DJ93,2.95
Q9UMX1,2.95
Q14790,2.94
Q7Z3U7,2.94
Q5JT25,2.94
Q9UFC0,2.93
Q8IUX7,2.93
P38432,2.93
Q8TF68,2.93
K4DI89,2.93
Q8WXD2,2.92
Q01831,2.92
P02818,2.92
O43741,2.92
O94915,2.92
Q7Z2E3,2.92
Q96KR6,2.92
Q6WKZ4,2.91
Q9BW91,2.91
Q15532,2.91
Q99784,2.91
P11137,2.91
P46199,2.9
Q9Y646,2.9
Q8IVT5,2.9
O43933,2.9
Q9H857,2.9
Q9NQW6,2.9
O76014,2.9
Q9NPD8,2.9
O15234,2.9
A0PJW6,2.9
H7BYT1,2.9
Q8NC96,2.89
Q9BUR4,2.89
P54252,2.89
O95568,2.89
Q96K37,2.89
Q7RTV2,2.88
P17706,2.88
Q96B23,2.88
P40818,2.88
Q13356,2.88
P33981,2.88
O95070,2.88
Q9Y210,2.88
O76015,2.88
Q9HB19,2.88
P52799,2.87
O95478,2.87
Q9H8W4,2.87
P28702,2.86
Q96KN1,2.86
Q9BYT5,2.86
Q9NUN7,2.86
Q9BZJ0,2.86
Q9ULX3,2.86
Q96AQ6,2.86
Q69YN2,2.86
Q96HA1,2.86
P22681,2.86
Q9H4L7,2.85
O43318,2.85
A1XBS5,2.85
Q8IWA4,2.85
O00401,2.85
Q8WUP2,2.84
Q7Z2K6,2.84
Q13572,2.84
O95969,2.84
Q8WWB7,2.84
Q9UIC8,2.83
Q01196,2.83
P05093,2.83
P35326,2.83
Q15223,2.83
P22531,2.83
H3BUN2,2.83
Q9GZT9,2.83
Q8NCF5,2.83
Q5ST30,2.82
Q9UDY8,2.82
Q9H4A9,2.82
Q9Y3P8,2.82
Q96EV2,2.82
Q8WU68,2.82
Q96F85,2.81
Q99519,2.81
P13497,2.81
P18850,2.81
Q6DKJ4,2.81
Q9C0J8,2.81
P39880,2.8
O14684,2.8
A0A087WYL7,2.8
Q96PE7,2.8
Q96SL4,2.8
O95633,2.8
P48736,2.8
A0A5E8,2.79
Q86YN1,2.79
Q9NXR1,2.79
Q99595,2.79
Q6MZM0,2.79
Q6P1X5,2.79
O14965,2.79
A0A2R8Y6X2,2.79
P19256,2.79
Q7KZN9,2.78
Q70IA8,2.78
X6R3L3,2.78
Q9UM22,2.78
Q6F5E8,2.78
O76087,2.77
P0CL80,2.77
P0CL81,2.77
P0CL82,2.77
P01127,2.77
Q5JPH6,2.77
Q6PI78,2.77
Q9NQH7,2.77
P04733,2.77
Q9GZT4,2.76
Q14156,2.76
P19447,2.76
Q96S66,2.76
Q14938,2.76
Q8TEW0,2.76
Q9UPU5,2.75
P49795,2.75
Q9NXC5,2.75
Q9BTE6,2.75
Q13546,2.75
Q8IVS2,2.75
Q9BVS4,2.75
Q86WR7,2.75
P20142,2.74
Q9GZZ8,2.74
Q13641,2.74
Q9NPI6,2.74
Q8N573,2.74
Q96S82,2.74
O75179,2.73
Q9GZS1,2.73
P78540,2.73
P84022,2.73
P20908,2.73
Q9NZM3,2.73
Q4V326,2.73
Q86TH1,2.72
O15156,2.72
Q96SY0,2.72
Q96F24,2.71
Q13093,2.71
Q9BW85,2.71
P17026,2.71
Q9Y5Q9,2.7
Q96IP4,2.7
P30679,2.7
Q99766,2.7
Q12873,2.7
Q8TBA6,2.7
Q9Y2L6,2.69
Q9NV88,2.69
Q96HD1,2.69
Q8TB72,2.69
Q86W50,2.69
Q9UNI6,2.69
Q7L5Y9,2.69
Q96HR3,2.69
Q460N5,2.69
P23515,2.68
Q9NX02,2.68
Q5M775,2.68
Q5T2E6,2.68
P78357,2.68
Q9H9Z2,2.67
Q9NUI1,2.67
P53671,2.67
Q86U06,2.67
Q01167,2.67
Q8TCG1,2.66
Q5SR05,2.66
Q8IVT2,2.66
O60508,2.66
Q70E73,2.66
P07498,2.66
Q8TB36,2.66
Q86WW8,2.66
E9PES4,2.66
H0YIV9,2.66
Q8N5M1,2.66
Q96JQ5,2.66
P23378,2.66
Q6PEX3,2.65
Q7L523,2.65
P32519,2.65
A0A0D9SEI0,2.65
P79522,2.65
P52657,2.65
P51784,2.65
Q12802,2.64
Q9NZD8,2.64
Q99616,2.64
Q9GZP0,2.63
Q96EM0,2.63
O00488,2.63
Q9NRN5,2.63
O94901,2.63
Q9UGP4,2.63
O60524,2.63
Q9GZP8,2.63
O94763,2.62
Q9Y5B6,2.62
Q9UJX4,2.62
A8CG34,2.62
O75438,2.62
Q96G46,2.62
O95825,2.61
Q9H089,2.61
Q9H9Y6,2.61
Q9Y4C8,2.61
Q8IV56,2.61
Q7Z6I6,2.6
Q9Y657,2.6
P49418,2.6
P51687,2.6
A0A1B0GTF3,2.6
A0A087WVY5,2.6
Q6RFH5,2.6
H3BQ06,2.6
Q16819,2.6
Q14493,2.6
P21579,2.6
A1L4H1,2.6
Q9GZY4,2.6
P34059,2.59
P09917,2.59
Q9P2M7,2.59
Q96BQ1,2.59
P00749,2.59
O60238,2.59
O95071,2.59
Q9BQQ3,2.59
Q9Y232,2.58
Q99549,2.58
O95873,2.58
Q5VW36,2.58
Q8N114,2.58
P01213,2.58
O95239,2.58
Q13952,2.58
P46952,2.58
P60002,2.58
A0A024R7E8,2.58
Q6PCB0,2.58
Q9Y248,2.57
Q92796,2.57
Q8IZ21,2.57
Q96IY1,2.57
Q96GS4,2.57
Q9NWW5,2.57
O60504,2.57
Q9ULD2,2.57
P19087,2.57
P19634,2.57
Q15311,2.56
Q9BZL4,2.56
Q7Z6M1,2.56
Q8NFJ5,2.56
Q8IUR7,2.56
Q9NUK0,2.56
Q969T4,2.56
Q96N03,2.56
Q8IY17,2.55
O15530,2.55
O60476,2.55
Q8WVT3,2.55
Q9H0W8,2.55
Q8NHG8,2.55
Q9H9A5,2.54
Q9Y2U8,2.54
P0CAP1,2.54
P52756,2.54
Q15814,2.54
Q5VSL9,2.54
Q9BYU5,2.54
P47710,2.53
Q9BTC8,2.53
P32970,2.53
P0C7P0,2.53
Q9Y6Z7,2.53
Q12933,2.53
P25208,2.52
Q9NPF5,2.52
Q7LG56,2.52
Q12791,2.52
Q93100,2.52
Q8N0X4,2.52
Q75N03,2.52
O43854,2.52
A0A087WT20,2.52
P46100,2.52
Q9BTX1,2.52
Q6IQ49,2.52
Q9BT25,2.51
Q02241,2.51
A0A0B4J294,2.51
P0DPK2,2.51
Q9BUA6,2.5
Q96F63,2.5
Q15811,2.5
A0A0A0MQU4,2.5
O75363,2.5
Q765P7,2.5
O75781,2.5
Q9NW68,2.49
Q13042,2.49
Q9Y666,2.49
Q8N129,2.49
P0C7H8,2.49
Q9BYR9,2.49
O94842,2.49
Q9UKV5,2.49
Q9Y6M5,2.48
Q9Y3S2,2.48
Q8IWA0,2.48
Q9Y5X2,2.48
O75879,2.48
Q14964,2.48
Q96EP0,2.48
Q9BXW9,2.47
Q9HAU0,2.47
Q9UJY1,2.47
O60879,2.46
Q9H1P3,2.46
Q9BU23,2.46
Q13286,2.46
Q9NUV7,2.46
Q96S19,2.46
Q9NVU7,2.46
Q9Y680,2.45
Q9BRQ8,2.45
P78537,2.45
Q9HC52,2.45
Q9P2B2,2.45
P04150,2.44
Q9H8Y5,2.44
Q08117,2.44
Q96BH1,2.44
O60725,2.44
Q9NRK6,2.44
Q8NEB9,2.44
P16562,2.44
Q9BXX0,2.44
Q9BRK3,2.43
Q9Y6G5,2.43
Q9C0B0,2.43
O00712,2.43
O14896,2.43
Q9Y247,2.43
Q9BVL4,2.42
Q99856,2.42
Q12864,2.42
Q8NEZ5,2.42
Q8IVP5,2.42
O43653,2.42
Q9NVH6,2.42
O60563,2.42
Q14997,2.42
Q9BSQ5,2.42
P78310,2.41
P31321,2.41
A0A0U1RQV1,2.41
Q99807,2.41
P41212,2.41
Q9UHI8,2.41
Q8TDI0,2.41
Q5BJH7,2.41
Q96SA4,2.4
Q9ULP9,2.4
P62699,2.4
Q96MF7,2.4
P48651,2.4
P55211,2.4
Q14571,2.4
O96007,2.4
Q9NZF1,2.4
A8K7I4,2.4
Q9NQC8,2.4
O95140,2.4
Q5JRK9,2.4
B0QYS6,2.39
Q12929,2.39
Q9NV56,2.39
Q96PE5,2.39
P59990,2.38
Q9NQT8,2.38
O75691,2.38
B8ZZ87,2.38
Q9NRA8,2.37
Q7Z3E5,2.37
Q9NTJ4,2.37
Q5T2T1,2.37
Q9HC36,2.37
Q9Y5V3,2.37
Q9Y2H5,2.37
Q15650,2.37
P05937,2.37
P32926,2.37
Q5T280,2.37
Q8N4C8,2.36
Q15025,2.36
P47224,2.36
A8MXV4,2.36
O60825,2.36
O95749,2.36
Q15493,2.36
Q86YL5,2.36
Q9BS92,2.36
O60499,2.36
Q16625,2.36
Q9H4L4,2.35
Q99570,2.35
F6UB75,2.35
P57081,2.35
Q69YQ0,2.35
Q92626,2.35
Q8NHQ9,2.35
Q7KYR7,2.35
Q9BRD0,2.35
O15381,2.35
P09681,2.35
A0A5F9ZHW1,2.34
Q9Y5C1,2.34
P35219,2.34
Q8WWQ0,2.34
Q9ULH7,2.34
Q9BST9,2.34
A0A0U1RRB6,2.34
Q16706,2.33
O43414,2.33
F8WA39,2.33
Q99755,2.33
Q99983,2.33
Q9H0Z9,2.33
Q9BTT4,2.32
Q5VY43,2.32
P62341,2.32
Q86XL3,2.32
Q5F1R6,2.32
Q6PJG2,2.32
Q15526,2.32
Q76LX8,2.32
P60371,2.32
Q8WTS6,2.32
P55317,2.32
Q9GZQ3,2.31
Q8WYP5,2.31
O60443,2.31
Q92643,2.31
Q96N67,2.31
Q15560,2.31
Q9GZV1,2.31
Q5SY16,2.31
Q5T160,2.31
Q8ND24,2.3
Q53HL2,2.3
Q9C0B5,2.3
Q9UKK3,2.3
O75144,2.3
P32418,2.3
A6NER3,2.3
P15428,2.29
Q9Y2Z9,2.29
F6Y0H9,2.29
Q63HM9,2.29
Q86VX2,2.29
Q9Y2Q0,2.29
P56945,2.29
Q9UK61,2.29
P59991,2.29
Q86Y07,2.29
Q6ZUJ8,2.29
Q8WVD3,2.29
Q9Y2G3,2.29
Q9NUY8,2.28
P05408,2.28
O95741,2.28
P12544,2.27
A6NC98,2.27
Q5VV67,2.27
Q6UWE0,2.27
F5H7W8,2.27
O43310,2.27
P13500,2.27
P01130,2.27
Q96R06,2.26
Q9NU22,2.26
O15394,2.26
M0R3H8,2.26
Q5SWX8,2.26
Q96FZ2,2.26
Q8IWZ8,2.26
O15541,2.26
P61266,2.26
O15379,2.26
Q86YS7,2.25
Q9Y5T5,2.25
Q6P161,2.25
P63252,2.25
P49802,2.25
Q9UKI8,2.25
Q08ET2,2.25
Q8N5F7,2.25
Q6K0P9,2.25
P49796,2.24
Q9Y5K3,2.24
Q01415,2.24
Q9ULK4,2.24
Q99611,2.24
P53778,2.24
Q16831,2.23
Q9BVV7,2.23
O95926,2.23
Q8WWW0,2.23
P49619,2.23
P35240,2.23
Q8N149,2.23
Q9Y3D2,2.22
O95376,2.22
O75154,2.22
Q96EV8,2.22
Q6ZRP7,2.22
Q9Y4J8,2.22
Q86U17,2.22
Q5T2W1,2.22
Q9NQL2,2.21
Q5VWC8,2.21
Q14210,2.21
Q05D32,2.21
Q9BYV8,2.21
Q92859,2.21
A0A0B4J1V8,2.21
B5MBW9,2.2
Q13111,2.2
Q8TBF4,2.2
Q9BT22,2.19
Q8NDH3,2.19
O15075,2.19
Q659C4,2.19
Q13416,2.19
Q6ZT62,2.19
F8WEQ3,2.19
P41743,2.19
Q9H3R5,2.19
Q6UUV7,2.18
Q8NDI1,2.18
P51965,2.18
O14981,2.18
O60518,2.18
O75954,2.18
Q9H5Q4,2.18
Q9UBQ6,2.18
Q9Y618,2.17
P50151,2.17
Q9NRL2,2.17
P11049,2.17
Q9NSC5,2.17
P46527,2.17
Q0JRZ9,2.17
P48382,2.17
Q7Z429,2.17
Q6PJG6,2.16
Q9H8G2,2.16
Q6UW78,2.16
Q5T5P2,2.16
Q92854,2.16
P49754,2.16
Q13795,2.16
Q8N108,2.15
Q8NFH8,2.15
Q9UPV7,2.15
P42772,2.15
O00241,2.15
Q14119,2.15
P30530,2.15
P14222,2.15
Q68CQ4,2.15
Q17RC7,2.15
Q99735,2.14
Q7Z2X7,2.14
Q9Y584,2.14
Q9HCU0,2.14
Q9NQS7,2.14
Q8TEU7,2.14
Q9H147,2.14
Q86WJ1,2.14
Q92484,2.14
Q5VT66,2.13
Q8N556,2.13
P07902,2.13
Q6P4A8,2.13
Q9NYL2,2.13
Q5PRF9,2.13
A0A286YF11,2.13
Q9NXV2,2.13
P55899,2.13
Q9UJ68,2.13
Q9NRY2,2.13
O95425,2.13
P62166,2.12
Q69YN4,2.12
P61165,2.12
Q9NW15,2.12
Q13439,2.12
Q3SXM5,2.12
Q58WW2,2.12
Q96HQ2,2.12
P32856,2.12
Q92759,2.12
P52333,2.11
Q9H410,2.11
Q15633,2.11
Q9BQ51,2.11
Q9H204,2.11
O14841,2.11
P20226,2.1
O95178,2.1
Q15170,2.1
Q9NV35,2.1
Q86UU1,2.1
Q96BS2,2.09
Q8ND04,2.09
Q8IUC0,2.09
O14521,2.09
Q8IYB7,2.09
P78352,2.09
O75525,2.09
Q7Z7L8,2.08
Q6VMQ6,2.08
A0A669KAY3,2.08
P25445,2.08
O15264,2.08
Q8IZ07,2.08
P15408,2.08
A0A0A0MQW3,2.08
P52655,2.07
O14967,2.07
Q6KC79,2.07
Q9NZK5,2.07
Q8TF74,2.07
Q99731,2.07
Q6IB77,2.07
Q96LR5,2.06
Q6P179,2.06
Q9BUI4,2.06
Q9H7L9,2.05
Q9UG56,2.05
O43914,2.05
P48454,2.05
O14832,2.05
Q5VV42,2.05
A4D1E9,2.05
Q9Y3E2,2.05
Q86TI0,2.05
Q96QD9,2.05
O95619,2.04
A0A087WZV0,2.04
Q9P253,2.04
Q4J6C6,2.04
P13498,2.04
Q96G61,2.04
Q96KC8,2.03
