primary_id,paxdb_ppm
O76027,0.467
Q9H930,0.467
Q8TBP5,0.466
Q9BX95,0.466
Q71F23,0.466
Q9BVC3,0.466
Q96HA8,0.466
Q9H190,0.465
Q9BWQ6,0.465
O60760,0.465
Q6P0Q8,0.465
Q7Z6M4,0.464
O15037,0.464
Q9UJK0,0.464
Q9BWN1,0.464
Q6ISS4,0.464
Q96L58,0.463
Q5T0Z8,0.463
Q6XZF7,0.463
P51654,0.463
Q86Y01,0.462
Q69YH5,0.462
Q9P232,0.462
Q9BS18,0.461
Q6ZMU5,0.461
Q96GX5,0.461
O60462,0.46
P51157,0.46
B1AHC3,0.46
P48443,0.46
Q9Y2D9,0.459
O43791,0.459
Q5QP82,0.459
Q93063,0.459
P41134,0.459
Q9P1Z0,0.459
Q9NXW9,0.458
Q8IZ40,0.458
Q6ZW31,0.458
Q96SN8,0.458
Q8TBF5,0.458
H0Y2P9,0.458
P0DTL6,0.458
P24468,0.458
Q9NXJ0,0.457
Q00994,0.457
O14994,0.457
P26842,0.457
Q9UDX4,0.456
A0A3B3ITX9,0.456
P23469,0.456
Q9HCK5,0.456
D3DWX8,0.456
A6NFN3,0.456
Q96C34,0.456
A0A096LNW5,0.455
O75081,0.455
Q5JNZ3,0.455
O60293,0.455
Q96IF1,0.455
P78504,0.455
Q9NRP4,0.455
A0A590UK10,0.454
O60381,0.454
Q07283,0.454
Q9UGY1,0.454
P42261,0.453
M0R3G1,0.453
Q8N680,0.453
Q96IK0,0.453
A2RU48,0.453
Q5T2L2,0.453
Q96JD6,0.452
P54829,0.452
Q6PIJ6,0.452
Q92540,0.452
P20132,0.452
A0A499FJ16,0.452
Q6P1J6,0.451
Q9BU79,0.451
Q9BVK8,0.451
Q8N9M5,0.451
F8VU11,0.451
Q8WXX7,0.451
P43355,0.451
O15554,0.451
Q03052,0.45
Q9BXS9,0.45
Q6IA17,0.45
O95970,0.45
P78314,0.45
A0A087WVD1,0.45
P54274,0.449
Q86TJ2,0.449
P12104,0.449
Q5SNT2,0.449
A8MTT3,0.448
Q8N884,0.448
P15391,0.448
Q6ZWT7,0.447
P01588,0.447
P05230,0.447
P78563,0.446
Q9BQ13,0.446
Q9UPW0,0.446
Q9BQI9,0.446
O60890,0.446
P01298,0.446
Q8N567,0.446
K7EN88,0.445
A0A087X159,0.445
Q9UQP3,0.445
P24863,0.445
P48431,0.444
P10588,0.444
Q9UQL6,0.444
P0CAP2,0.444
Q9Y4E5,0.443
O95980,0.443
Q92503,0.443
O43739,0.443
Q9H1Z8,0.442
Q6UWY0,0.442
P15882,0.442
Q8NCE0,0.442
A0A0A0MSU1,0.442
Q86XE5,0.442
O75665,0.442
Q9Y625,0.441
Q9HCE6,0.441
Q9H2Y7,0.441
Q6UX73,0.441
Q96P65,0.44
O60671,0.439
P47804,0.439
Q9NWM3,0.439
Q9UKI9,0.439
Q96IQ9,0.438
O60279,0.438
Q5HYW2,0.438
Q9H3D4,0.438
E9PCH4,0.438
Q9UBX1,0.437
Q99708,0.437
Q8IWI9,0.437
P41162,0.437
Q8IZP9,0.437
P22310,0.437
Q9BRG2,0.436
Q8NHM5,0.436
O95409,0.436
P52803,0.436
Q9HBU6,0.435
Q02045,0.435
Q5TCQ9,0.435
G3V2T6,0.434
O75815,0.434
Q3KNW5,0.434
Q9BWV1,0.434
P22309,0.434
Q16553,0.434
P23560,0.433
Q13164,0.433
Q8NG27,0.433
F8WC89,0.433
A0A0C4DFW2,0.433
Q9ULK6,0.433
Q9H3L0,0.432
A0A2R8YGQ3,0.432
Q9UBS0,0.432
Q7Z6J2,0.431
Q5T6J7,0.431
Q9H257,0.431
Q96JK2,0.431
A6NLP5,0.431
P00451,0.431
O60656,0.43
P42679,0.43
Q5JPI9,0.43
Q53H80,0.43
Q6SZW1,0.43
Q86YH6,0.429
Q9BY41,0.429
Q8TEA7,0.429
Q9Y5W9,0.429
Q13433,0.429
Q8WXC3,0.429
Q6JQN1,0.429
F2Z2Y1,0.428
Q9BT81,0.428
A0A0A6YYK5,0.428
Q14512,0.428
O60500,0.428
Q14CZ8,0.428
Q7Z7A3,0.427
Q96G97,0.427
Q6NZY7,0.427
Q9NUS5,0.426
Q86W33,0.426
A8MSI8,0.426
Q8WUH2,0.426
Q8TDY8,0.426
Q9HCE7,0.426
O60248,0.426
Q5XUX1,0.426
Q14CS0,0.426
P28715,0.425
Q92569,0.425
Q53H47,0.424
Q15238,0.424
P15976,0.423
Q99956,0.423
Q99972,0.423
Q9NPR2,0.422
Q9Y3S1,0.422
O43463,0.422
Q92673,0.422
Q9Y2D2,0.421
O95294,0.421
Q9UHW9,0.421
Q68D10,0.421
O14686,0.421
Q6W2J9,0.421
J3KNZ9,0.421
Q14722,0.42
Q99973,0.42
Q8NCD3,0.42
Q9UID6,0.42
Q8TB96,0.42
Q9BX73,0.419
Q8WU10,0.419
O95696,0.419
Q99985,0.419
Q9H4P4,0.419
P49917,0.419
P42680,0.418
A0A804CBI3,0.418
J3KQ47,0.418
Q14393,0.417
O00180,0.417
Q9UNY4,0.417
O00570,0.417
F6TDL0,0.417
Q12988,0.416
D3DX86,0.416
Q8TB05,0.416
Q8IVF7,0.416
Q6UVJ0,0.416
Q96BD5,0.416
Q9BZQ6,0.416
P17861,0.416
Q53G59,0.415
Q9Y597,0.415
Q9NU19,0.414
Q70CQ2,0.413
Q9P0N9,0.413
Q5S007,0.413
P22607,0.413
H7C1Q1,0.412
Q9NRF2,0.412
Q5T1Q4,0.412
Q9Y2C3,0.412
A0A0A0MS93,0.412
Q02928,0.411
Q9H4K7,0.411
Q96QE5,0.411
Q96L34,0.411
Q6ZVK8,0.411
Q8IUE0,0.411
Q6NS38,0.41
Q9BR39,0.41
A7KAX9,0.41
O94923,0.41
Q9UPS8,0.409
O15550,0.409
J3QRS1,0.409
O43895,0.409
Q5BLP8,0.408
Q9HA72,0.408
Q14592,0.407
Q14449,0.407
Q5T7V8,0.407
Q6UX07,0.407
Q8IUX4,0.407
Q86SK9,0.406
Q9UFH2,0.406
P61968,0.406
A0A494C0E3,0.406
Q9NTW7,0.405
P54253,0.405
A8MVA2,0.405
Q9BPX1,0.405
Q96DT7,0.404
Q5T9C2,0.404
P23508,0.404
Q9BWT6,0.404
J3KQH8,0.404
Q52LW3,0.403
Q8IUL8,0.403
P56693,0.403
Q6ZTN6,0.403
P17482,0.402
Q8IZC6,0.402
Q9P2J3,0.402
A0A0C4DFL8,0.402
P36897,0.402
Q96SM3,0.402
P25713,0.401
A0A494C066,0.401
A0A8J9BYE6,0.401
P40337,0.401
Q86UX6,0.401
Q15818,0.4
P23769,0.4
O94876,0.4
O15068,0.4
A1L020,0.4
Q9Y6N7,0.4
Q9H4B0,0.4
Q5VWQ0,0.399
O43572,0.399
A0A9H4CVU7,0.399
A0A087WZ62,0.399
P31152,0.399
P38935,0.398
Q9HCJ1,0.398
Q9UPZ9,0.398
P08254,0.398
O76096,0.398
Q8NDX6,0.397
Q96J87,0.397
Q6PIY7,0.397
O75182,0.397
Q9NP73,0.397
Q16674,0.396
Q9UPU9,0.396
Q9Y255,0.395
Q9H3H1,0.395
Q96GZ6,0.395
O14713,0.394
P22466,0.394
Q96T52,0.394
Q2M3G4,0.394
Q9UKY1,0.394
P27815,0.393
B0QY95,0.393
P78364,0.393
Q6NSI4,0.392
Q86SE9,0.392
Q14055,0.392
Q96LI5,0.392
Q8TCG2,0.391
Q9NRC6,0.391
Q9NYI0,0.391
O95450,0.391
O75334,0.391
Q9UII4,0.391
Q92993,0.391
Q0VF96,0.391
A1A5D9,0.39
Q9HAU4,0.39
Q9UPE1,0.39
Q76L83,0.39
Q9NXE8,0.389
Q96LA8,0.389
Q96IW7,0.389
P55347,0.389
O00562,0.389
Q96CG3,0.388
Q5VSY0,0.388
Q9GZN2,0.388
Q9Y548,0.388
P23467,0.388
Q96E16,0.388
Q8NCS4,0.387
Q9H2A7,0.387
Q9UPI3,0.387
Q8IWU6,0.387
P32298,0.387
Q8NDN9,0.387
Q9UP52,0.386
O43189,0.386
Q9NW75,0.385
Q14191,0.385
Q13410,0.385
Q69YU5,0.385
O95858,0.385
Q99607,0.385
Q6ZSS7,0.385
Q96F44,0.384
Q15048,0.384
Q01850,0.383
A6NNL5,0.382
Q8N4N8,0.382
O00213,0.382
O60260,0.381
Q15389,0.381
P54107,0.381
P34995,0.381
Q96HU1,0.38
Q8N0Z3,0.38
O94782,0.38
Q13950,0.38
O95900,0.38
Q9UNW9,0.38
Q5VZP5,0.38
Q8N131,0.38
Q5JU69,0.38
Q5JU85,0.38
Q2Q1W2,0.379
P30990,0.379
Q9C0D0,0.379
Q86VW0,0.379
Q14681,0.378
O75365,0.378
Q8ND82,0.378
Q13608,0.378
Q96BW1,0.378
Q86XP6,0.378
Q86XK3,0.378
Q96S38,0.378
Q13227,0.377
Q8WVF1,0.377
Q969S8,0.376
Q86UU9,0.376
A0A3B3IRK5,0.376
P98174,0.376
P45381,0.375
P36941,0.375
P42685,0.374
Q9NX38,0.374
P01374,0.374
Q5SSG8,0.374
Q8NG68,0.374
Q969T3,0.374
Q5SYE7,0.373
P31277,0.373
Q6ZYL4,0.373
Q96KG7,0.373
Q7Z6J4,0.373
O60281,0.373
O43731,0.373
Q96KM6,0.372
Q9Y5J5,0.372
Q9BWV2,0.372
Q8WUJ0,0.372
Q12798,0.372
Q7Z304,0.372
Q96SZ6,0.371
Q9Y2G2,0.371
Q9BWU1,0.371
P17643,0.371
P24588,0.371
Q5TA81,0.371
P17542,0.371
Q13490,0.37
Q9NRC8,0.37
Q8TDJ6,0.37
Q5TA82,0.37
A0A087WY73,0.37
P25067,0.37
Q9NYS0,0.369
O75054,0.369
Q9H2J7,0.369
Q9HD40,0.369
O00337,0.369
Q9HCN3,0.368
Q8WV41,0.368
Q8N8Z6,0.368
Q9UGK8,0.368
Q13887,0.368
P22223,0.368
Q96RT6,0.368
Q9BYR4,0.367
Q9BXP8,0.367
Q6NUT3,0.366
Q96CP6,0.366
O14867,0.365
O75110,0.365
Q86Y22,0.365
Q9Y600,0.365
P26367,0.364
Q12770,0.364
E9PDY4,0.363
Q8TBG9,0.363
Q5TC84,0.363
Q5TGY3,0.363
Q9H8N7,0.363
O95436,0.363
Q9H4I0,0.363
Q9HB20,0.362
Q99487,0.362
O75928,0.361
Q9NQX4,0.361
P10276,0.361
Q12968,0.361
A6NFQ2,0.361
Q8NBI6,0.36
P55285,0.36
Q7RTV5,0.36
Q96HP0,0.36
A0A3B3ITZ1,0.359
Q8WXA2,0.359
A6NHX0,0.359
P49641,0.359
Q17RY0,0.359
P51854,0.358
Q6NXT4,0.358
Q9NYP9,0.358
Q8IX03,0.358
Q8IVH8,0.358
Q96MM3,0.358
Q96BR1,0.358
Q9Y3T6,0.357
A0A0R4J2E2,0.357
Q9UPR3,0.357
Q96CX6,0.357
Q13796,0.357
Q96GP6,0.357
O14610,0.357
O14921,0.357
Q9H336,0.357
Q14689,0.356
Q96CD0,0.356
P20273,0.356
F6R692,0.356
Q7Z2K8,0.356
P52739,0.356
Q9NXK8,0.356
P78312,0.355
P19224,0.355
O75264,0.355
Q8WVN8,0.355
Q9H9J4,0.355
Q9BQI5,0.355
Q86T13,0.355
Q9H1J1,0.354
Q8IVL5,0.354
Q9UI36,0.354
Q6V1X1,0.353
Q9Y5T4,0.353
Q86UF1,0.353
A0A087X0N3,0.353
Q8WUN7,0.352
Q15198,0.352
O60667,0.352
A0A590UJR9,0.352
Q7L1T6,0.352
Q7Z5H3,0.351
Q9H8M1,0.351
P51511,0.35
Q86W25,0.35
Q5JUR7,0.35
Q9H902,0.35
Q5U651,0.35
Q8TAA5,0.35
Q9HD23,0.35
Q8TEB9,0.35
Q9BXY4,0.349
Q96DN0,0.349
Q8NB15,0.349
Q14CB8,0.348
P58335,0.348
Q7Z6J9,0.347
Q5MNZ9,0.347
Q2PPJ7,0.347
O14807,0.347
Q92560,0.347
O94868,0.346
P41181,0.346
Q8NAT1,0.346
P48436,0.346
Q92539,0.346
A0A3B3ITR4,0.346
Q2M1Z3,0.346
Q6NW34,0.346
U3KQS2,0.346
P05111,0.346
Q9BXC9,0.346
P01584,0.345
O14813,0.345
Q12923,0.345
O95243,0.345
Q96P31,0.345
O95625,0.345
Q3LI72,0.345
Q9UPR5,0.344
H0Y980,0.344
P10070,0.344
Q08289,0.344
Q15751,0.344
Q08999,0.344
P42338,0.343
P20794,0.343
P29374,0.343
Q969W3,0.343
A6NDE8,0.342
Q6PH81,0.342
P48039,0.342
Q8IYB1,0.342
Q96RD9,0.341
K7EMI3,0.341
O95613,0.341
Q9H4I2,0.341
Q96HV5,0.34
Q8NC54,0.34
Q9BRR8,0.34
Q8N9B5,0.34
Q16665,0.34
P31941,0.34
Q5H9J7,0.339
Q86TC9,0.339
Q6ZMH5,0.339
O43281,0.338
Q9BSK0,0.338
Q9UHE8,0.338
O14490,0.338
Q96DU7,0.338
Q9UHY8,0.338
Q5BKU9,0.338
Q15111,0.337
Q8NI37,0.337
Q9UIW0,0.337
Q9NUM3,0.337
Q2KHT3,0.336
Q5T230,0.336
O60259,0.336
Q9NRR4,0.336
Q9UBS3,0.336
Q6SJ93,0.336
Q9BRX9,0.336
Q8WVR3,0.335
O43439,0.335
Q9GZU2,0.335
Q8IVB5,0.335
Q92636,0.334
Q6ZQQ2,0.334
Q9BWT3,0.334
Q9BX79,0.334
Q6NUJ2,0.334
Q4ZHG4,0.334
D3DX46,0.333
Q92738,0.333
Q9BXL7,0.333
Q86Z20,0.333
Q9BYQ8,0.333
Q9BQ89,0.333
Q8NFG4,0.333
Q96CM3,0.333
P19099,0.333
Q17RB0,0.332
Q86VD7,0.332
Q96CP7,0.332
Q9UM19,0.332
Q16877,0.332
Q13535,0.332
A0AAA9X175,0.331
Q9P2G1,0.331
Q96HA7,0.331
Q8NCH0,0.331
O75061,0.331
Q9NPG4,0.331
E9PKP3,0.33
O95644,0.33
Q8NE35,0.33
Q14002,0.33
Q9ULM3,0.33
M0QYU9,0.33
O43295,0.33
Q9NYV6,0.33
Q9NWX5,0.33
Q8IZF2,0.329
O43164,0.329
Q8WXE1,0.329
Q9GZN7,0.329
Q96FC9,0.328
P78380,0.328
Q6PJI9,0.328
Q16659,0.328
Q9HA38,0.328
Q9H4F8,0.328
Q8WYK0,0.328
Q9ULE0,0.327
Q9UJ14,0.327
P04035,0.327
Q92932,0.327
Q9UBM4,0.327
P78552,0.327
A4UGR9,0.327
Q6PI98,0.326
P0C870,0.326
P42658,0.326
Q49AH0,0.326
Q6PJF5,0.325
G3XAA4,0.325
Q7L7V1,0.325
O60669,0.325
Q9P2E3,0.325
Q9ULK5,0.325
Q8IVS8,0.325
P35712,0.325
Q9BYR0,0.324
P30305,0.324
O14524,0.324
Q8WYL5,0.324
O75319,0.324
Q96AK3,0.323
Q02388,0.323
Q9NX07,0.323
Q9NS18,0.323
P54840,0.322
O00198,0.322
Q92903,0.322
O43567,0.322
Q8N6G5,0.322
Q86WC4,0.322
P35790,0.321
P48728,0.321
Q96MP8,0.321
Q969S2,0.321
P56557,0.321
Q9H4Z2,0.321
P54753,0.321
P24385,0.32
Q8TEW8,0.32
A6NK58,0.32
Q5T5X7,0.32
Q14849,0.32
Q9ULJ6,0.32
Q9H2T7,0.319
Q7Z591,0.318
Q01638,0.318
J3KPF0,0.318
O14640,0.318
Q16254,0.318
Q9NP71,0.318
Q9C0K1,0.318
Q6P4Q7,0.318
Q9Y2K6,0.317
Q13472,0.317
Q9Y462,0.317
A0A0A0MSE9,0.317
O75335,0.317
Q8TDR0,0.317
P58499,0.317
O43306,0.317
Q9Y426,0.317
Q9BZM5,0.317
Q8TER5,0.317
O95257,0.316
Q8N5Y2,0.316
P14902,0.316
Q2VPA4,0.316
Q53RY4,0.316
Q5TGJ6,0.316
P14091,0.316
Q8N436,0.316
P25054,0.316
O75385,0.315
P40259,0.315
Q96JI7,0.315
Q9NXC2,0.315
Q8N9I9,0.315
Q9Y4X0,0.315
Q96M43,0.315
Q99467,0.315
Q86YD1,0.314
Q9UQV4,0.314
Q9BY08,0.314
O60512,0.314
Q86WN1,0.314
Q8WXD9,0.314
O60291,0.314
Q9HBJ8,0.313
P29016,0.313
Q96J92,0.313
A0A3B3IRV1,0.313
Q2TBE0,0.312
Q8WYK2,0.312
Q92508,0.312
Q7Z465,0.312
Q9H5V8,0.311
Q6NY19,0.311
Q5SXH7,0.311
Q8N2W9,0.311
Q8N9R8,0.311
Q9P291,0.311
O75956,0.311
A6NMX2,0.311
Q8WWT9,0.31
Q07092,0.31
Q96C11,0.31
Q5TA78,0.31
Q9BYQ6,0.31
O95751,0.31
P10071,0.31
Q7L273,0.31
Q7Z6K3,0.309
Q9NQ36,0.309
Q9BWL3,0.309
Q8N228,0.309
Q8NDZ4,0.309
Q8N5X7,0.309
Q5SRH9,0.309
A0A8V8PNE1,0.309
Q8IUC3,0.309
O14795,0.309
Q5T7N3,0.309
P35227,0.308
Q9Y664,0.308
C9J7I0,0.308
Q6P3S1,0.308
Q9BWT1,0.308
Q9NZM4,0.308
P53370,0.307
Q8IZR5,0.307
D6RI10,0.307
Q9H400,0.307
Q9BX51,0.306
P54855,0.306
C9JYJ0,0.306
Q15012,0.306
Q15652,0.306
Q70EL1,0.306
Q96H55,0.306
Q99958,0.305
O95727,0.305
Q13522,0.305
Q6P9H4,0.305
P26436,0.305
Q9BWG4,0.305
Q6UWZ7,0.305
Q5VWP3,0.305
O75795,0.304
A0ACI8VLT1,0.304
Q9NS73,0.304
Q6ZS81,0.304
A8MW92,0.304
P48052,0.304
Q96SL1,0.303
Q96A22,0.303
Q629K1,0.303
Q15562,0.302
A0A0C4DFM4,0.302
Q9NQQ7,0.302
P02778,0.302
O00463,0.302
Q8IWR1,0.302
Q13415,0.302
A0A0A0MSR7,0.302
Q8WXI4,0.301
Q96B18,0.301
Q9BQS7,0.301
F8VUJ3,0.301
Q8IVG5,0.301
O60930,0.3
P20749,0.3
Q8IZT6,0.3
O43299,0.3
Q6S5L8,0.3
P51878,0.299
Q6ZTI6,0.299
Q14526,0.299
Q8IVL1,0.298
P09105,0.298
O94900,0.298
Q6ZWB6,0.298
Q8N4A0,0.298
Q96HJ3,0.298
Q8TDN4,0.298
Q9H6R7,0.298
Q96RI0,0.297
Q15053,0.297
Q96H12,0.297
Q04900,0.297
Q5HYN5,0.297
Q8N3Z6,0.297
Q86WV1,0.296
Q86Y91,0.296
Q9BRU2,0.296
P52823,0.296
Q8IUK5,0.296
A0JNW5,0.296
Q96HT8,0.296
P48595,0.296
Q14296,0.296
P62508,0.296
Q92622,0.295
Q9H9H5,0.295
Q8IYN6,0.295
F8W6W0,0.295
Q9ULL0,0.295
Q92800,0.295
F6WV43,0.295
Q15011,0.294
Q9H5Z1,0.294
Q9H707,0.294
Q8WV24,0.294
Q15782,0.294
O60583,0.294
Q8NC74,0.294
P13994,0.294
Q6DT37,0.293
Q86V87,0.293
Q9H0V1,0.293
Q14188,0.293
O75460,0.293
P20062,0.293
Q9Y337,0.293
Q9BXJ0,0.293
A6ND36,0.293
Q8N4S9,0.293
A0A7P0T8U4,0.293
Q03112,0.293
Q9H7F0,0.292
Q9BZF3,0.292
Q9Y2D0,0.292
Q9NZC3,0.292
Q86SX3,0.291
Q9UPA5,0.291
O95460,0.291
Q9P2D0,0.291
A6NKN8,0.291
Q969Z4,0.291
Q9P0V8,0.291
Q9NXD2,0.291
Q9BX59,0.291
A0AAA9XBX5,0.291
Q96Q40,0.291
P20719,0.29
Q6UXB4,0.29
Q8TBK6,0.29
P54762,0.29
Q9P2F8,0.29
O94910,0.29
P28749,0.289
Q9ULS5,0.289
Q9H9L4,0.289
O43761,0.288
Q9UNA1,0.288
Q7Z5L4,0.288
P09630,0.288
A4D1S0,0.288
B0YJ81,0.288
Q9BS16,0.288
O15049,0.288
Q969I3,0.287
O43525,0.287
Q96RJ3,0.287
P98066,0.287
Q96NY9,0.287
Q9NYU1,0.287
A6NFX1,0.287
Q9Y6I8,0.287
Q3KRA9,0.287
P43268,0.286
P20815,0.286
Q8N0Z8,0.286
P36537,0.286
Q96RW7,0.285
O15169,0.285
Q8N5G2,0.285
Q6PII3,0.285
A6NFI3,0.285
Q32NC0,0.284
Q9P2L0,0.284
O15297,0.284
Q8IVA1,0.284
Q02535,0.284
Q96GI7,0.283
Q9UN79,0.283
Q5VT06,0.283
Q9BRS8,0.283
Q96M11,0.283
Q86UR5,0.283
Q9BYQ0,0.283
Q9H0T7,0.282
P21860,0.282
O43303,0.282
Q8IX07,0.282
Q9Y2P4,0.282
Q9C0H5,0.281
Q86V15,0.281
Q9Y4F3,0.281
Q9Y6J0,0.281
Q13530,0.281
Q56NI9,0.281
Q16678,0.281
Q96GS6,0.28
P28330,0.28
Q8NG31,0.28
Q96I36,0.279
Q15776,0.279
Q8IWE4,0.279
Q6P9G4,0.279
B8ZZB3,0.279
O15537,0.278
O15265,0.278
Q9NQ25,0.278
O43502,0.278
Q15303,0.278
Q5VWK0,0.278
Q8WTX7,0.278
Q9C0C7,0.278
Q70HW3,0.278
Q969W9,0.278
Q9HBG6,0.277
Q5FBB7,0.277
Q96HH9,0.277
Q96BR6,0.277
Q9BY76,0.277
Q92613,0.277
Q9UQ53,0.277
Q68CR1,0.277
Q9BU68,0.277
Q9NVX7,0.277
Q86UD5,0.276
O75425,0.276
Q8WZA1,0.276
Q7RTP0,0.276
Q69YW2,0.276
Q96A58,0.276
Q6ZT21,0.275
Q9HA92,0.275
Q06710,0.275
O95832,0.275
Q9HA82,0.274
Q9UI95,0.274
Q9H4B6,0.274
Q9HBE1,0.274
Q9Y534,0.274
Q7Z412,0.274
Q8NF64,0.274
Q3T8J9,0.274
A6NMZ7,0.273
Q8TEK3,0.273
Q86XF0,0.273
P78381,0.273
Q96NM4,0.273
P56856,0.273
Q9NRH1,0.273
A6NGB9,0.273
Q8N196,0.273
O75398,0.272
P15407,0.272
Q02641,0.272
P16389,0.272
Q8WYN0,0.272
P30281,0.272
O75461,0.272
Q5JTB6,0.272
Q96PY6,0.272
P29375,0.271
P0DMU7,0.271
P0DMU8,0.271
P0DMV0,0.271
Q8NHU0,0.271
P29122,0.271
A0AAG2SXN7,0.271
Q9NZ53,0.271
Q8TAX9,0.271
Q9Y5L3,0.271
P12872,0.271
Q15649,0.27
P17735,0.27
Q9HAW8,0.27
Q9P2N6,0.27
Q96BJ8,0.27
Q5FWE3,0.27
Q8TAV0,0.27
Q8WXS5,0.27
A0A1X7SBR8,0.27
Q9UPR0,0.269
P15036,0.269
A2RUC4,0.269
P17025,0.269
F5H5T6,0.269
Q9HC44,0.269
Q5W0B1,0.269
O43257,0.269
Q86UL3,0.269
Q9NRA0,0.269
Q9NQ86,0.268
Q969F9,0.268
F5GYY5,0.268
O95395,0.268
P05162,0.268
P53794,0.268
Q9NS23,0.268
P04198,0.268
Q96FN9,0.267
Q8N819,0.267
Q9Y5W3,0.267
Q9UK33,0.267
Q96DB2,0.267
Q9BYR3,0.267
Q9BYE7,0.267
O14709,0.267
Q9NP98,0.267
Q9HCH0,0.267
Q5U3C3,0.266
Q96FX2,0.266
Q9NXR8,0.266
A0A1W2PSA9,0.266
Q8NB78,0.266
P61812,0.266
Q14781,0.266
Q3ZCQ3,0.266
Q8IWW8,0.265
Q9BYV6,0.265
Q9Y483,0.265
Q66GS9,0.265
O94988,0.264
Q9H5J0,0.264
Q8N5Z5,0.264
Q99650,0.264
Q8WWY8,0.264
Q99935,0.264
Q13207,0.264
Q9UK97,0.264
Q9BXM0,0.264
Q63HQ0,0.263
Q9P2Y4,0.263
O60637,0.263
Q9P227,0.263
Q96R09,0.263
Q7Z3V4,0.263
Q8WUM9,0.263
O15021,0.263
Q96A19,0.263
Q13163,0.263
O43736,0.262
Q9NZ81,0.262
Q9BPW9,0.262
Q5TC82,0.262
Q96NX9,0.262
Q9UIU6,0.262
Q9NSY2,0.261
Q16520,0.261
O60906,0.261
K7EMK7,0.261
Q6EKJ0,0.261
P55017,0.261
O43422,0.261
P14410,0.261
Q6PI26,0.261
Q7Z7D3,0.261
Q9ULI0,0.261
Q9BUN5,0.261
P08218,0.261
Q96B96,0.26
Q495W5,0.26
Q76N32,0.26
A0A0C3SFZ9,0.26
P60410,0.26
F5H619,0.26
O60779,0.26
Q6ZWJ1,0.26
Q8NGD5,0.26
Q695T7,0.26
O77932,0.26
Q5VT40,0.26
Q96NK8,0.259
Q9Y3R0,0.259
O43272,0.259
Q68D06,0.259
Q9BQT9,0.259
O95164,0.258
Q93070,0.258
Q01973,0.258
Q9H0R1,0.258
Q86UP8,0.258
Q8WY91,0.258
Q5VTB9,0.258
Q9H2X0,0.257
P55773,0.257
Q8TAD4,0.257
Q8NGS4,0.257
Q13772,0.257
Q8NFT8,0.257
Q86YD7,0.257
P18847,0.257
Q9UHL9,0.257
Q8TC76,0.257
Q7Z6J8,0.257
Q6P6B7,0.256
P0DMV1,0.256
P0DMV2,0.256
Q5DJT8,0.256
Q16849,0.256
Q9Y4B4,0.256
Q16236,0.256
Q9HDC5,0.256
O95968,0.256
Q9BUF7,0.255
Q63HM1,0.255
Q9GZU3,0.255
Q9NRQ2,0.255
Q9NQ11,0.255
O95343,0.255
Q9NTX7,0.255
A0A087WT65,0.255
Q66K66,0.255
Q9H772,0.255
P24864,0.255
O96015,0.255
Q9NTN3,0.255
Q9UGL1,0.255
O43597,0.254
Q96A37,0.254
Q8N386,0.254
Q9NTU7,0.254
Q8N729,0.254
H3BT17,0.254
Q9Y297,0.254
O15205,0.254
Q9UIM3,0.254
Q9UBH0,0.253
Q6PK18,0.253
P08913,0.253
Q96NW4,0.253
Q11130,0.253
Q6UWU2,0.253
Q99706,0.253
Q8N8U2,0.253
Q14865,0.253
Q12999,0.253
Q9C0D3,0.253
Q9NVR0,0.252
Q9HCM7,0.252
Q14596,0.251
Q5JTW2,0.251
Q5VYY1,0.251
Q8NEV8,0.251
Q8NDX9,0.251
O43827,0.251
Q9NZH5,0.251
J3QRA7,0.251
Q8TC71,0.25
O00628,0.25
P20138,0.25
Q8NCJ5,0.25
Q13563,0.25
Q8IW41,0.25
Q7Z6L1,0.25
Q9H9A7,0.25
Q53RD9,0.25
Q5BKX8,0.25
Q9HD64,0.249
Q7Z333,0.249
Q9H069,0.249
Q9NZV5,0.249
Q53GT1,0.249
P78556,0.249
Q96KF7,0.249
Q8WX94,0.249
Q641Q3,0.249
Q5T7W0,0.248
Q92794,0.248
Q9NRA1,0.248
Q9NZJ4,0.248
Q9Y5Q0,0.248
Q9HAW9,0.248
Q9BYF1,0.248
Q09013,0.248
Q6UWN8,0.248
Q9UIF3,0.248
O75071,0.247
P57087,0.247
A8MU46,0.247
P36575,0.247
Q9NNX9,0.247
P78329,0.247
P68106,0.247
P25929,0.247
Q9H7C4,0.247
Q5VUB5,0.246
Q86UW9,0.246
Q9H321,0.246
Q5T750,0.246
Q6DHV7,0.246
O00305,0.246
Q15465,0.246
Q4VC44,0.246
Q92563,0.246
Q9Y2G8,0.246
Q14CW9,0.246
Q9GZR1,0.245
Q92585,0.245
Q8IVV7,0.245
Q8NET4,0.245
Q9P202,0.245
Q9HAP6,0.245
Q92633,0.244
Q96BT3,0.244
O00481,0.244
Q8TAU0,0.244
P24071,0.244
Q9ULQ1,0.244
Q2TAP0,0.243
Q86YG4,0.243
Q96FT9,0.243
Q8N568,0.243
Q8TDC3,0.243
Q8N0Z9,0.243
Q8IUD6,0.243
O15063,0.243
Q9HAW0,0.242
Q86XR2,0.242
O75638,0.242
Q9UHF1,0.242
O75127,0.242
Q9HCL2,0.241
O15054,0.241
Q7Z3K6,0.241
Q9NZC2,0.241
Q96PS8,0.241
Q9H999,0.241
O75387,0.241
Q96AY2,0.241
