Protein IDs	Majority protein IDs	Gene names	Protein names	Fasta headers	Only identified by site	Reverse	Potential contaminant	LFQ intensity SP3_1	LFQ intensity SP3_2	LFQ intensity SP3_3
P37802;P37802-2	P37802;P37802-2	TAGLN2	Transgelin-2	sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3;sp|P37802-2|TAGL2_HUMAN Isoform 2 of Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2				898920000.0	2149400000.0	2227600000.0
P37837	P37837	TALDO1	Transaldolase	sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2				357560000.0	344840000.0	353860000.0
P38117;P38117-2	P38117;P38117-2	ETFB	Electron transfer flavoprotein subunit beta	sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3;sp|P38117-2|ETFB_HUMAN Isoform 2 of Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB				324400000.0	197250000.0	209380000.0
P38159;P38159-2;P38159-3;O75526;Q8N7X1	P38159;P38159-2	RBMX	RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed	sp|P38159|RBMX_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3;sp|P38159-2|RBMX_HUMAN Isoform 2 of RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX				1050200000.0	1498200000.0	1111600000.0
P38606-2;P38606	P38606-2;P38606	ATP6V1A	V-type proton ATPase catalytic subunit A	sp|P38606-2|VATA_HUMAN Isoform 2 of V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A;sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2				121230000.0	107240000.0	64544000.0
P38646	P38646	HSPA9	Stress-70 protein, mitochondrial	sp|P38646|GRP75_HUMAN Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2				3508600000.0	2633900000.0	2947800000.0
P38919	P38919	EIF4A3	Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4				521910000.0	950430000.0	825040000.0
P39019	P39019	RPS19	40S ribosomal protein S19	sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2				977260000.0	964150000.0	820520000.0
P39023;Q92901	P39023	RPL3	60S ribosomal protein L3	sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2				810900000.0	1786200000.0	1536800000.0
P39656;P39656-2;P39656-3	P39656;P39656-2;P39656-3	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4;sp|P39656-2|OST48_HUMAN Isoform 2 of Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subuni				161900000.0		
P39687;O95626;O43423	P39687	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A	sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1					167720000.0	160330000.0
P39748;P39748-2	P39748;P39748-2	FEN1	Flap endonuclease 1	sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1;sp|P39748-2|FEN1_HUMAN Isoform FENMIT of Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1				95182000.0	123730000.0	134100000.0
P40121-2;P40121	P40121-2;P40121	CAPG	Macrophage-capping protein	sp|P40121-2|CAPG_HUMAN Isoform 2 of Macrophage-capping protein OS=Homo sapiens OX=9606 GN=CAPG;sp|P40121|CAPG_HUMAN Macrophage-capping protein OS=Homo sapiens OX=9606 GN=CAPG PE=1 SV=2				148700000.0	571950000.0	250260000.0
P40227;P40227-2	P40227;P40227-2	CCT6A	T-complex protein 1 subunit zeta	sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3;sp|P40227-2|TCPZ_HUMAN Isoform 2 of T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A				1141100000.0	1133400000.0	681170000.0
P40429;Q6NVV1	P40429	RPL13A	60S ribosomal protein L13a	sp|P40429|RL13A_HUMAN 60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2				553390000.0	401240000.0	427530000.0
P40763-3;P40763-2;P40763	P40763-3;P40763-2;P40763	STAT3	Signal transducer and activator of transcription 3	sp|P40763-3|STAT3_HUMAN Isoform 3 of Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3;sp|P40763-2|STAT3_HUMAN Isoform Del-701 of Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3;sp|P4076				39510000.0	90535000.0	81307000.0
P40925-3;P40925;P40925-2	P40925-3;P40925;P40925-2	MDH1	Malate dehydrogenase, cytoplasmic	sp|P40925-3|MDHC_HUMAN Isoform 3 of Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1;sp|P40925|MDHC_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4;sp|P40925-2|MDHC_HUMAN Isoform 2 of Malate dehydrogenase,				846760000.0	1044000000.0	1240200000.0
P40926;P40926-2	P40926;P40926-2	MDH2	Malate dehydrogenase, mitochondrial	sp|P40926|MDHM_HUMAN Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3;sp|P40926-2|MDHM_HUMAN Isoform 2 of Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2				1477200000.0	2176700000.0	1834900000.0
P40938-2;P40938	P40938-2;P40938	RFC3	Replication factor C subunit 3	sp|P40938-2|RFC3_HUMAN Isoform 2 of Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3;sp|P40938|RFC3_HUMAN Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3 PE=1 SV=2				30464000.0	53624000.0	54299000.0
P40939;P40939-2	P40939	HADHA	Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase	sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2				571630000.0	643350000.0	433580000.0
P41091;Q2VIR3;Q2VIR3-2	P41091;Q2VIR3;Q2VIR3-2	EIF2S3;EIF2S3L	Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein	sp|P41091|IF2G_HUMAN Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3;sp|Q2VIR3|IF2GL_HUMAN Eukaryotic translation initiation factor 2 subunit 3B OS=Homo sapiens OX=9606 GN=EIF2S3B PE=2 SV=2;sp|Q2VIR3-2|IF2GL				751590000.0	224410000.0	197940000.0
P41227-2;P41227;Q9BSU3	P41227-2;P41227	NAA10	N-alpha-acetyltransferase 10	sp|P41227-2|NAA10_HUMAN Isoform 2 of N-alpha-acetyltransferase 10 OS=Homo sapiens OX=9606 GN=NAA10;sp|P41227|NAA10_HUMAN N-alpha-acetyltransferase 10 OS=Homo sapiens OX=9606 GN=NAA10 PE=1 SV=1				29712000.0	46745000.0	49158000.0
P41236;Q6NXS1	P41236;Q6NXS1	PPP1R2;PPP1R2P3	Protein phosphatase inhibitor 2;Protein phosphatase inhibitor 2-like protein 3	sp|P41236|IPP2_HUMAN Protein phosphatase inhibitor 2 OS=Homo sapiens OX=9606 GN=PPP1R2 PE=1 SV=2;sp|Q6NXS1|IPP2B_HUMAN Protein phosphatase inhibitor 2 family member B OS=Homo sapiens OX=9606 GN=PPP1R2B PE=1 SV=2				69927000.0	113220000.0	109720000.0
P41250	P41250	GARS	Glycine--tRNA ligase	sp|P41250|GARS_HUMAN Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS PE=1 SV=3				305210000.0	101860000.0	218150000.0
P41252	P41252	IARS	Isoleucine--tRNA ligase, cytoplasmic	sp|P41252|SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS PE=1 SV=2				405470000.0	212770000.0	115450000.0
P42126-2;P42126	P42126-2;P42126	ECI1	Enoyl-CoA delta isomerase 1, mitochondrial	sp|P42126-2|ECI1_HUMAN Isoform 2 of Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens OX=9606 GN=ECI1;sp|P42126|ECI1_HUMAN Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1				116830000.0	119880000.0	
P42166;P42167-3	P42166;P42167-3	TMPO	Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin;Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin	sp|P42166|LAP2A_HUMAN Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2;sp|P42167-3|LAP2B_HUMAN Isoform Zeta of Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO						28210000.0
P42167;P42167-2	P42167;P42167-2	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin	sp|P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2;sp|P42167-2|LAP2B_HUMAN Isoform Gamma of Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO				616610000.0	314640000.0	190360000.0
P42338	P42338	PIK3CB	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	sp|P42338|PK3CB_HUMAN Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Homo sapiens OX=9606 GN=PIK3CB PE=1 SV=1					4247400.0	
P42677	P42677	RPS27	40S ribosomal protein S27	sp|P42677|RS27_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3				229760000.0	306310000.0	269010000.0
P42704	P42704	LRPPRC	Leucine-rich PPR motif-containing protein, mitochondrial	sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3				1194100000.0	1643400000.0	1855500000.0
P42765	P42765	ACAA2	3-ketoacyl-CoA thiolase, mitochondrial	sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2				161670000.0	74771000.0	44421000.0
P42766	P42766	RPL35	60S ribosomal protein L35	sp|P42766|RL35_HUMAN 60S ribosomal protein L35 OS=Homo sapiens OX=9606 GN=RPL35 PE=1 SV=2				391680000.0	166570000.0	168600000.0
P43034;P43034-2	P43034	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit alpha	sp|P43034|LIS1_HUMAN Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens OX=9606 GN=PAFAH1B1 PE=1 SV=2				137230000.0		59757000.0
P43243;P43243-2	P43243	MATR3	Matrin-3	sp|P43243|MATR3_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2				468370000.0	556360000.0	499090000.0
P43246-2;P43246	P43246-2;P43246	MSH2	DNA mismatch repair protein Msh2	sp|P43246-2|MSH2_HUMAN Isoform 2 of DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2;sp|P43246|MSH2_HUMAN DNA mismatch repair protein Msh2 OS=Homo sapiens OX=9606 GN=MSH2 PE=1 SV=1				63022000.0	71636000.0	82946000.0
P43304;P43304-2	P43304;P43304-2	GPD2	Glycerol-3-phosphate dehydrogenase, mitochondrial	sp|P43304|GPDM_HUMAN Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3;sp|P43304-2|GPDM_HUMAN Isoform 2 of Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2				54952000.0	56928000.0	
P43307;P43307-2	P43307;P43307-2	SSR1	Translocon-associated protein subunit alpha	sp|P43307|SSRA_HUMAN Translocon-associated protein subunit alpha OS=Homo sapiens OX=9606 GN=SSR1 PE=1 SV=3;sp|P43307-2|SSRA_HUMAN Isoform 2 of Translocon-associated protein subunit alpha OS=Homo sapiens OX=9606 GN=SSR1				141600000.0		
P43487-2;P43487	P43487-2;P43487	RANBP1	Ran-specific GTPase-activating protein	sp|P43487-2|RANG_HUMAN Isoform 2 of Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1;sp|P43487|RANG_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1				379980000.0	105630000.0	74101000.0
P43490	P43490	NAMPT	Nicotinamide phosphoribosyltransferase	sp|P43490|NAMPT_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1				65964000.0	57280000.0	67754000.0
P45880;P45880-2;P45880-1	P45880;P45880-2;P45880-1	VDAC2	Voltage-dependent anion-selective channel protein 2	sp|P45880|VDAC2_HUMAN Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2;sp|P45880-2|VDAC2_HUMAN Isoform 2 of Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2;sp|P45880-1|VDAC2				1466100000.0	780730000.0	589190000.0
P45954-2;P45954	P45954-2;P45954	ACADSB	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	sp|P45954-2|ACDSB_HUMAN Isoform 2 of Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADSB;sp|P45954|ACDSB_HUMAN Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=						9060100.0
P45974-2;P45974;Q92995-2;Q92995	P45974-2;P45974	USP5	Ubiquitin carboxyl-terminal hydrolase 5	sp|P45974-2|UBP5_HUMAN Isoform Short of Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5;sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2				240280000.0	127600000.0	132620000.0
P46013;P46013-2	P46013;P46013-2	MKI67	Antigen KI-67	sp|P46013|KI67_HUMAN Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67 PE=1 SV=2;sp|P46013-2|KI67_HUMAN Isoform Short of Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67				86515000.0	160680000.0	164030000.0
P46060	P46060	RANGAP1	Ran GTPase-activating protein 1	sp|P46060|RAGP1_HUMAN Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1				125250000.0	137150000.0	137240000.0
P46063	P46063	RECQL	ATP-dependent DNA helicase Q1	sp|P46063|RECQ1_HUMAN ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3				87354000.0	133410000.0	106470000.0
P46087;P46087-4;P46087-2;P46087-3	P46087;P46087-4;P46087-2;P46087-3	NOP2	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	sp|P46087|NOP2_HUMAN Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2;sp|P46087-4|NOP2_HUMAN Isoform 4 of Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2;sp|P46087				380410000.0	476960000.0	514930000.0
P46100-2;P46100-5;P46100-3;P46100-4;P46100;P46100-6	P46100-2;P46100-5;P46100-3;P46100-4;P46100;P46100-6	ATRX	Transcriptional regulator ATRX	sp|P46100-2|ATRX_HUMAN Isoform 1 of Transcriptional regulator ATRX OS=Homo sapiens OX=9606 GN=ATRX;sp|P46100-5|ATRX_HUMAN Isoform 5 of Transcriptional regulator ATRX OS=Homo sapiens OX=9606 GN=ATRX;sp|P46100-3|ATRX_HUMAN Isoform 2 of Transcriptional regula					12475000.0	
P46776	P46776	RPL27A	60S ribosomal protein L27a	sp|P46776|RL27A_HUMAN 60S ribosomal protein L27a OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2				927930000.0	166010000.0	184470000.0
P46777	P46777	RPL5	60S ribosomal protein L5	sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3				2054100000.0	1051300000.0	1165600000.0
P46778	P46778	RPL21	60S ribosomal protein L21	sp|P46778|RL21_HUMAN 60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2				633580000.0	315370000.0	412660000.0
P46779;P46779-2;P46779-3;P46779-4;P46779-5	P46779;P46779-2;P46779-3;P46779-4;P46779-5	RPL28	60S ribosomal protein L28	sp|P46779|RL28_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3;sp|P46779-2|RL28_HUMAN Isoform 2 of 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28;sp|P46779-3|RL28_HUMAN Isoform 3 of 60S ribosomal protein L28 OS=Homo s				650200000.0	1184200000.0	845510000.0
P46781	P46781	RPS9	40S ribosomal protein S9	sp|P46781|RS9_HUMAN 40S ribosomal protein S9 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3				837880000.0	802380000.0	556110000.0
P46782	P46782	RPS5	40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed	sp|P46782|RS5_HUMAN 40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4				605890000.0	1010700000.0	936610000.0
P46783;Q9NQ39	P46783;Q9NQ39	RPS10;RPS10P5	40S ribosomal protein S10;Putative 40S ribosomal protein S10-like	sp|P46783|RS10_HUMAN 40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1;sp|Q9NQ39|RS10L_HUMAN Putative 40S ribosomal protein S10-like OS=Homo sapiens OX=9606 GN=RPS10P5 PE=5 SV=1				925800000.0	419340000.0	358300000.0
P46937-5;P46937-3;P46937-6;P46937-7;P46937-2;P46937-8;P46937;P46937-9;P46937-4	P46937-5;P46937-3;P46937-6;P46937-7;P46937-2;P46937-8;P46937;P46937-9;P46937-4	YAP1	Transcriptional coactivator YAP1	sp|P46937-5|YAP1_HUMAN Isoform 5 of Transcriptional coactivator YAP1 OS=Homo sapiens OX=9606 GN=YAP1;sp|P46937-3|YAP1_HUMAN Isoform 3 of Transcriptional coactivator YAP1 OS=Homo sapiens OX=9606 GN=YAP1;sp|P46937-6|YAP1_HUMAN Isoform 6 of Transcriptional co					26829000.0	
P46940;Q86VI3	P46940	IQGAP1	Ras GTPase-activating-like protein IQGAP1	sp|P46940|IQGA1_HUMAN Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1				1241200000.0	984820000.0	803300000.0
P47756-2;P47756	P47756-2;P47756	CAPZB	F-actin-capping protein subunit beta	sp|P47756-2|CAPZB_HUMAN Isoform 2 of F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB;sp|P47756|CAPZB_HUMAN F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB PE=1 SV=4				172480000.0	177150000.0	173210000.0
P47813;O14602	P47813;O14602	EIF1AX;EIF1AY	Eukaryotic translation initiation factor 1A, X-chromosomal;Eukaryotic translation initiation factor 1A, Y-chromosomal	sp|P47813|IF1AX_HUMAN Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AX PE=1 SV=2;sp|O14602|IF1AY_HUMAN Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AY PE=1 SV=4				99538000.0		99658000.0
P47897;P47897-2	P47897;P47897-2	QARS	Glutamine--tRNA ligase	sp|P47897|SYQ_HUMAN Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS PE=1 SV=1;sp|P47897-2|SYQ_HUMAN Isoform 2 of Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS				119520000.0		
P47914	P47914	RPL29	60S ribosomal protein L29	sp|P47914|RL29_HUMAN 60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=2				387290000.0	524020000.0	550930000.0
P48047	P48047	ATP5O	ATP synthase subunit O, mitochondrial	sp|P48047|ATPO_HUMAN ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1				545210000.0	301460000.0	186490000.0
P48163;P48163-2	P48163;P48163-2	ME1	NADP-dependent malic enzyme	sp|P48163|MAOX_HUMAN NADP-dependent malic enzyme OS=Homo sapiens OX=9606 GN=ME1 PE=1 SV=1;sp|P48163-2|MAOX_HUMAN Isoform 2 of NADP-dependent malic enzyme OS=Homo sapiens OX=9606 GN=ME1					26012000.0	
P48444;P48444-2	P48444;P48444-2	ARCN1	Coatomer subunit delta	sp|P48444|COPD_HUMAN Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1;sp|P48444-2|COPD_HUMAN Isoform 2 of Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1				66356000.0	196700000.0	149030000.0
P48556	P48556	PSMD8	26S proteasome non-ATPase regulatory subunit 8	sp|P48556|PSMD8_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2					56813000.0	
P48637;P48637-2	P48637;P48637-2	GSS	Glutathione synthetase	sp|P48637|GSHB_HUMAN Glutathione synthetase OS=Homo sapiens OX=9606 GN=GSS PE=1 SV=1;sp|P48637-2|GSHB_HUMAN Isoform 2 of Glutathione synthetase OS=Homo sapiens OX=9606 GN=GSS				50425000.0		
P48643;P48643-2	P48643;P48643-2	CCT5	T-complex protein 1 subunit epsilon	sp|P48643|TCPE_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;sp|P48643-2|TCPE_HUMAN Isoform 2 of T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5				1345800000.0	1021700000.0	1236500000.0
P48681	P48681	NES	Nestin	sp|P48681|NEST_HUMAN Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2					26415000.0	
P48729;P48729-3;P48729-2;Q8N752	P48729;P48729-3;P48729-2	CSNK1A1	Casein kinase I isoform alpha	sp|P48729|KC1A_HUMAN Casein kinase I isoform alpha OS=Homo sapiens OX=9606 GN=CSNK1A1 PE=1 SV=2;sp|P48729-3|KC1A_HUMAN Isoform 3 of Casein kinase I isoform alpha OS=Homo sapiens OX=9606 GN=CSNK1A1;sp|P48729-2|KC1A_HUMAN Isoform 2 of Casein kinase I isoform				9253800.0		
P48735;P48735-2	P48735;P48735-2	IDH2	Isocitrate dehydrogenase [NADP], mitochondrial	sp|P48735|IDHP_HUMAN Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens OX=9606 GN=IDH2 PE=1 SV=2;sp|P48735-2|IDHP_HUMAN Isoform 2 of Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens OX=9606 GN=IDH2				31394000.0		
P48739;P48739-2;P48739-3	P48739;P48739-2;P48739-3	PITPNB	Phosphatidylinositol transfer protein beta isoform	sp|P48739|PIPNB_HUMAN Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB PE=1 SV=2;sp|P48739-2|PIPNB_HUMAN Isoform 2 of Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens OX=9606 GN=PITPNB;sp|P48739-3|PIPNB				104860000.0		
P49006	P49006	MARCKSL1	MARCKS-related protein	sp|P49006|MRP_HUMAN MARCKS-related protein OS=Homo sapiens OX=9606 GN=MARCKSL1 PE=1 SV=2				143320000.0	301760000.0	255750000.0
P49023-2;P49023;P49023-3;P49023-4	P49023-2;P49023;P49023-3;P49023-4	PXN	Paxillin	sp|P49023-2|PAXI_HUMAN Isoform Alpha of Paxillin OS=Homo sapiens OX=9606 GN=PXN;sp|P49023|PAXI_HUMAN Paxillin OS=Homo sapiens OX=9606 GN=PXN PE=1 SV=3;sp|P49023-3|PAXI_HUMAN Isoform Gamma of Paxillin OS=Homo sapiens OX=9606 GN=PXN;sp|P49023-4|PAXI_HUMAN Is						9258700.0
P49189;P49189-3;P49189-2	P49189;P49189-3;P49189-2	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase	sp|P49189|AL9A1_HUMAN 4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3;sp|P49189-3|AL9A1_HUMAN Isoform 3 of 4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1;sp|P49189-2|AL9A1_HUMAN Isofo				290550000.0	162960000.0	254200000.0
P49207	P49207	RPL34	60S ribosomal protein L34	sp|P49207|RL34_HUMAN 60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3				374050000.0	419170000.0	463140000.0
P49257	P49257	LMAN1	Protein ERGIC-53	sp|P49257|LMAN1_HUMAN Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2					41678000.0	63789000.0
P49321;P49321-4;P49321-3;P49321-2	P49321;P49321-4;P49321-3;P49321-2	NASP	Nuclear autoantigenic sperm protein	sp|P49321|NASP_HUMAN Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2;sp|P49321-4|NASP_HUMAN Isoform 4 of Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP;sp|P49321-3|NASP_HUMAN Isoform 3 of Nuclear autoantig				226120000.0	313950000.0	315720000.0
P49327	P49327	FASN	Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase	sp|P49327|FAS_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3				6033600000.0	3268800000.0	2990500000.0
