Protein IDs	Majority protein IDs	Gene names	Protein names	Fasta headers	Only identified by site	Reverse	Potential contaminant	LFQ intensity DOC_1	LFQ intensity DOC_2	LFQ intensity DOC_3
P62879;P62879-2	P62879	GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	sp|P62879|GBB2_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens OX=9606 GN=GNB2 PE=1 SV=3				87029000.0	106980000.0	214780000.0
P62888	P62888	RPL30	60S ribosomal protein L30	sp|P62888|RL30_HUMAN 60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2					243190000.0	207870000.0
P62906	P62906	RPL10A	60S ribosomal protein L10a	sp|P62906|RL10A_HUMAN 60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2					1691500000.0	1810800000.0
P62910	P62910	RPL32	60S ribosomal protein L32	sp|P62910|RL32_HUMAN 60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2					136180000.0	
P62913	P62913	RPL11	60S ribosomal protein L11	sp|P62913|RL11_HUMAN 60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2					978120000.0	1043700000.0
P62917	P62917	RPL8	60S ribosomal protein L8	sp|P62917|RL8_HUMAN 60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2				536090000.0	807610000.0	706040000.0
P62937;Q9Y536	P62937	PPIA	Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed	sp|P62937|PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2				755140000.0	4732400000.0	8267700000.0
P62937-2;P0DN37;P0DN26;A0A0B4J2A2;A0A075B767;A0A075B759;F5H284	P62937-2	PPIA	Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed	sp|P62937-2|PPIA_HUMAN Isoform 2 of Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA						86487000.0
P62979;P0CG47;P0CG48	P62979;P0CG47;P0CG48	RPS27A;UBB;UBC	Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin	sp|P62979|RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=2;sp|P0CG47|UBB_HUMAN Polyubiquitin-B OS=Homo sapiens OX=9606 GN=UBB PE=1 SV=1;sp|P0CG48|UBC_HUMAN Polyubiquitin-C OS=Homo sapiens OX=9606 GN=UBC PE=1 SV=3				2876500000.0	4194800000.0	3307600000.0
P63000;P63000-2;P60763;P15153	P63000;P63000-2;P60763;P15153	RAC1;RAC3;RAC2	Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 3;Ras-related C3 botulinum toxin substrate 2	sp|P63000|RAC1_HUMAN Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1 PE=1 SV=1;sp|P63000-2|RAC1_HUMAN Isoform B of Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens OX=9606 GN=RAC1;sp|P60763|RAC3_HUMAN Ras-related C3 bot					112520000.0	
P63104;P63104-2	P63104;P63104-2	YWHAZ	14-3-3 protein zeta/delta	sp|P63104|1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;sp|P63104-2|1433Z_HUMAN Isoform 2 of 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ				1195400000.0	1622400000.0	1697800000.0
P63173	P63173	RPL38	60S ribosomal protein L38	sp|P63173|RL38_HUMAN 60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2					182080000.0	
P63208;P63208-2	P63208;P63208-2	SKP1	S-phase kinase-associated protein 1	sp|P63208|SKP1_HUMAN S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2;sp|P63208-2|SKP1_HUMAN Isoform 2 of S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1				75273000.0	76559000.0	83076000.0
P63220	P63220	RPS21	40S ribosomal protein S21	sp|P63220|RS21_HUMAN 40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1				360840000.0	432680000.0	509840000.0
P63241;P63241-2;Q6IS14;Q9GZV4	P63241;P63241-2;Q6IS14	EIF5A;EIF5AL1	Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like	sp|P63241|IF5A1_HUMAN Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2;sp|P63241-2|IF5A1_HUMAN Isoform 2 of Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A;sp|Q6IS14|IF5AL_HUMAN Eukaryo				165330000.0	1095200000.0	1367900000.0
P63244	P63244	GNB2L1	Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed	sp|P63244|RACK1_HUMAN Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3					1010800000.0	1094600000.0
P67809;Q9Y2T7	P67809	YBX1	Nuclease-sensitive element-binding protein 1	sp|P67809|YBOX1_HUMAN Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3				507280000.0	861140000.0	618260000.0
P67936	P67936	TPM4	Tropomyosin alpha-4 chain	sp|P67936|TPM4_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3				139910000.0	133280000.0	213680000.0
P68133;P68032;P63267;P62736	P68133;P68032;P63267;P62736	ACTA1;ACTC1;ACTG2;ACTA2	Actin, alpha skeletal muscle;Actin, alpha cardiac muscle 1;Actin, gamma-enteric smooth muscle;Actin, aortic smooth muscle	sp|P68133|ACTS_HUMAN Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1;sp|P68032|ACTC_HUMAN Actin, alpha cardiac muscle 1 OS=Homo sapiens OX=9606 GN=ACTC1 PE=1 SV=1;sp|P63267|ACTH_HUMAN Actin, gamma-enteric smooth muscle OS=Homo sapie					1674600000.0	1909800000.0
P68104;Q5VTE0;P68104-2;Q05639	P68104;Q5VTE0;P68104-2	EEF1A1;EEF1A1P5	Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3	sp|P68104|EF1A1_HUMAN Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1;sp|Q5VTE0|EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1;sp|P68104-2|EF1A1_HUMAN Isoform 2 of Elongation fact				790180000.0	3406800000.0	6695100000.0
P68363;P68363-2	P68363;P68363-2	TUBA1B	Tubulin alpha-1B chain	sp|P68363|TBA1B_HUMAN Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1;sp|P68363-2|TBA1B_HUMAN Isoform 2 of Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B				4171700000.0	9637500000.0	10967000000.0
P68366-2;P68366;A6NHL2-2;A6NHL2;Q9H853	P68366-2;P68366	TUBA4A	Tubulin alpha-4A chain	sp|P68366-2|TBA4A_HUMAN Isoform 2 of Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A;sp|P68366|TBA4A_HUMAN Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1				292720000.0	229960000.0	201150000.0
P68371	P68371	TUBB4B	Tubulin beta-4B chain	sp|P68371|TBB4B_HUMAN Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1				3375000000.0	4383000000.0	5055900000.0
P78318	P78318	IGBP1	Immunoglobulin-binding protein 1	sp|P78318|IGBP1_HUMAN Immunoglobulin-binding protein 1 OS=Homo sapiens OX=9606 GN=IGBP1 PE=1 SV=1				10913000.0	8514300.0	8269300.0
P78344-2;P78344	P78344-2;P78344	EIF4G2	Eukaryotic translation initiation factor 4 gamma 2	sp|P78344-2|IF4G2_HUMAN Isoform 2 of Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2;sp|P78344|IF4G2_HUMAN Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1						56449000.0
P78371;P78371-2	P78371;P78371-2	CCT2	T-complex protein 1 subunit beta	sp|P78371|TCPB_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4;sp|P78371-2|TCPB_HUMAN Isoform 2 of T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2				1568600000.0	1409900000.0	1517300000.0
P78417;P78417-3;P78417-2	P78417;P78417-3;P78417-2	GSTO1	Glutathione S-transferase omega-1	sp|P78417|GSTO1_HUMAN Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2;sp|P78417-3|GSTO1_HUMAN Isoform 3 of Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1;sp|P78417-2|GSTO1_HUMAN Isoform 2 of Glutathione S-tr				228230000.0	204110000.0	197780000.0
P78527;P78527-2	P78527;P78527-2	PRKDC	DNA-dependent protein kinase catalytic subunit	sp|P78527|PRKDC_HUMAN DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC PE=1 SV=3;sp|P78527-2|PRKDC_HUMAN Isoform 2 of DNA-dependent protein kinase catalytic subunit OS=Homo sapiens OX=9606 GN=PRKDC				1005800000.0	1959000000.0	2114900000.0
P80303-2;P80303	P80303-2;P80303	NUCB2	Nucleobindin-2;Nesfatin-1	sp|P80303-2|NUCB2_HUMAN Isoform 2 of Nucleobindin-2 OS=Homo sapiens OX=9606 GN=NUCB2;sp|P80303|NUCB2_HUMAN Nucleobindin-2 OS=Homo sapiens OX=9606 GN=NUCB2 PE=1 SV=3				20896000.0	20963000.0	
P80723;P80723-2	P80723;P80723-2	BASP1	Brain acid soluble protein 1	sp|P80723|BASP1_HUMAN Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1 PE=1 SV=2;sp|P80723-2|BASP1_HUMAN Isoform 2 of Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1				808150000.0	885490000.0	599910000.0
P82979	P82979	SARNP	SAP domain-containing ribonucleoprotein	sp|P82979|SARNP_HUMAN SAP domain-containing ribonucleoprotein OS=Homo sapiens OX=9606 GN=SARNP PE=1 SV=3				191230000.0		338170000.0
P83731	P83731	RPL24	60S ribosomal protein L24	sp|P83731|RL24_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1					244220000.0	
P84090	P84090	ERH	Enhancer of rudimentary homolog	sp|P84090|ERH_HUMAN Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1				124180000.0	462220000.0	479410000.0
P84095	P84095	RHOG	Rho-related GTP-binding protein RhoG	sp|P84095|RHOG_HUMAN Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1						7558000.0
P84098	P84098	RPL19	60S ribosomal protein L19	sp|P84098|RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1					594850000.0	522910000.0
P84157-2;P84157-3;P84157	P84157-2;P84157-3;P84157	MXRA7	Matrix-remodeling-associated protein 7	sp|P84157-2|MXRA7_HUMAN Isoform 2 of Matrix-remodeling-associated protein 7 OS=Homo sapiens OX=9606 GN=MXRA7;sp|P84157-3|MXRA7_HUMAN Isoform 3 of Matrix-remodeling-associated protein 7 OS=Homo sapiens OX=9606 GN=MXRA7;sp|P84157|MXRA7_HUMAN Matrix-remodelin					41110000.0	38896000.0
P99999;CON__crap_thegpm|Cytochrome_c|Equus_caballus|P00004|Uniprot;CON__crap_maxquant|Cytochrome_c|Bos_taurus|P62894|Swissprot	P99999	CYCS	Cytochrome c	sp|P99999|CYC_HUMAN Cytochrome c OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=2					163500000.0	
Q00325-2;Q00325	Q00325-2;Q00325	SLC25A3	Phosphate carrier protein, mitochondrial	sp|Q00325-2|MPCP_HUMAN Isoform B of Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3;sp|Q00325|MPCP_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2					98412000.0	181680000.0
Q00341;Q00341-2	Q00341;Q00341-2	HDLBP	Vigilin	sp|Q00341|VIGLN_HUMAN Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=2;sp|Q00341-2|VIGLN_HUMAN Isoform 2 of Vigilin OS=Homo sapiens OX=9606 GN=HDLBP				95887000.0	73214000.0	74701000.0
Q00610-2;Q00610;P53675-2;P53675	Q00610-2;Q00610	CLTC	Clathrin heavy chain 1	sp|Q00610-2|CLH1_HUMAN Isoform 2 of Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC;sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5				967200000.0	1262200000.0	1661200000.0
Q00653-4;Q00653	Q00653-4;Q00653	NFKB2	Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit	sp|Q00653-4|NFKB2_HUMAN Isoform 4 of Nuclear factor NF-kappa-B p100 subunit OS=Homo sapiens OX=9606 GN=NFKB2;sp|Q00653|NFKB2_HUMAN Nuclear factor NF-kappa-B p100 subunit OS=Homo sapiens OX=9606 GN=NFKB2 PE=1 SV=4						13002000.0
Q00765;Q00765-2	Q00765	REEP5	Receptor expression-enhancing protein 5	sp|Q00765|REEP5_HUMAN Receptor expression-enhancing protein 5 OS=Homo sapiens OX=9606 GN=REEP5 PE=1 SV=3					31738000.0	91614000.0
Q00839;Q00839-2	Q00839;Q00839-2	HNRNPU	Heterogeneous nuclear ribonucleoprotein U	sp|Q00839|HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6;sp|Q00839-2|HNRPU_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU				530940000.0	1186700000.0	2151000000.0
Q01082;Q01082-2;Q01082-3;P11277-3;P11277;P11277-2	Q01082;Q01082-2;Q01082-3	SPTBN1	Spectrin beta chain, non-erythrocytic 1	sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;sp|Q01082-2|SPTB2_HUMAN Isoform Short of Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1;sp|Q01082-3|SPTB2_HUMAN Isoform 2 o				474280000.0	743560000.0	776590000.0
Q01105;Q01105-3;Q01105-4;P0DME0	Q01105;Q01105-3;Q01105-4;P0DME0	SET;SETSIP	Protein SET;Protein SETSIP	sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3;sp|Q01105-3|SET_HUMAN Isoform 3 of Protein SET OS=Homo sapiens OX=9606 GN=SET;sp|Q01105-4|SET_HUMAN Isoform 4 of Protein SET OS=Homo sapiens OX=9606 GN=SET;sp|P0DME0|SETLP_HUMAN Prote				456380000.0	1293800000.0	1387000000.0
Q01130;Q01130-2;Q9BRL6-2;Q9BRL6	Q01130;Q01130-2	SRSF2	Serine/arginine-rich splicing factor 2	sp|Q01130|SRSF2_HUMAN Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4;sp|Q01130-2|SRSF2_HUMAN Isoform 2 of Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2				282230000.0	494770000.0	476690000.0
Q01518;Q01518-2;P40123-3;P40123-2;P40123	Q01518;Q01518-2	CAP1	Adenylyl cyclase-associated protein 1	sp|Q01518|CAP1_HUMAN Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5;sp|Q01518-2|CAP1_HUMAN Isoform 2 of Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1				137390000.0	298620000.0	330300000.0
Q01650;Q9UM01;Q92536	Q01650	SLC7A5	Large neutral amino acids transporter small subunit 1	sp|Q01650|LAT1_HUMAN Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2				1154700000.0	925420000.0	728850000.0
Q01813;Q01813-2	Q01813;Q01813-2	PFKP	ATP-dependent 6-phosphofructokinase, platelet type	sp|Q01813|PFKAP_HUMAN ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP PE=1 SV=2;sp|Q01813-2|PFKAP_HUMAN Isoform 2 of ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens OX=9606 GN=PFKP				280130000.0	124970000.0	390200000.0
Q01844-6;Q01844-3;Q01844;Q01844-5;Q01844-2;Q01844-4	Q01844-6;Q01844-3;Q01844;Q01844-5;Q01844-2	EWSR1	RNA-binding protein EWS	sp|Q01844-6|EWS_HUMAN Isoform 6 of RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1;sp|Q01844-3|EWS_HUMAN Isoform 3 of RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=EWSR1;sp|Q01844|EWS_HUMAN RNA-binding protein EWS OS=Homo sapiens OX=9606 GN=E					215290000.0	104870000.0
Q02218-2;Q02218;Q9ULD0-3;Q9ULD0-2;Q9ULD0;Q02218-3	Q02218-2;Q02218	OGDH	2-oxoglutarate dehydrogenase, mitochondrial	sp|Q02218-2|ODO1_HUMAN Isoform 2 of 2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH;sp|Q02218|ODO1_HUMAN 2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3				252650000.0		
Q02413;Q02413-2	Q02413	DSG1	Desmoglein-1	sp|Q02413|DSG1_HUMAN Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2				93085000.0		
Q02543	Q02543	RPL18A	60S ribosomal protein L18a	sp|Q02543|RL18A_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2					307420000.0	336700000.0
Q02790	Q02790	FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed	sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3				464750000.0	364180000.0	310810000.0
Q02878	Q02878	RPL6	60S ribosomal protein L6	sp|Q02878|RL6_HUMAN 60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3				1191300000.0	1141500000.0	1217600000.0
Q02880-2;Q02880	Q02880-2;Q02880	TOP2B	DNA topoisomerase 2-beta	sp|Q02880-2|TOP2B_HUMAN Isoform Beta-1 of DNA topoisomerase 2-beta OS=Homo sapiens OX=9606 GN=TOP2B;sp|Q02880|TOP2B_HUMAN DNA topoisomerase 2-beta OS=Homo sapiens OX=9606 GN=TOP2B PE=1 SV=3					35970000.0	38368000.0
Q03252	Q03252	LMNB2	Lamin-B2	sp|Q03252|LMNB2_HUMAN Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4				58739000.0	47865000.0	65965000.0
Q04637-8;Q04637-5;Q04637-4;Q04637-3;Q04637;Q04637-9;Q04637-7;Q04637-6;O43432-4;O43432;O43432-3	Q04637-8;Q04637-5;Q04637-4;Q04637-3;Q04637;Q04637-9;Q04637-7;Q04637-6	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1	sp|Q04637-8|IF4G1_HUMAN Isoform 8 of Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1;sp|Q04637-5|IF4G1_HUMAN Isoform D of Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1;sp|Q04637-4|				272230000.0	330710000.0	307560000.0
Q04760;Q04760-2	Q04760;Q04760-2	GLO1	Lactoylglutathione lyase	sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4;sp|Q04760-2|LGUL_HUMAN Isoform 2 of Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1					233770000.0	288890000.0
Q04837	Q04837	SSBP1	Single-stranded DNA-binding protein, mitochondrial	sp|Q04837|SSBP_HUMAN Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1				497310000.0	411710000.0	349430000.0
Q04917	Q04917	YWHAH	14-3-3 protein eta	sp|Q04917|1433F_HUMAN 14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4				191680000.0	182140000.0	183830000.0
Q05519-2;Q05519	Q05519-2;Q05519	SRSF11	Serine/arginine-rich splicing factor 11	sp|Q05519-2|SRS11_HUMAN Isoform 2 of Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11;sp|Q05519|SRS11_HUMAN Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1					39776000.0	55978000.0
Q06210-2;Q06210;O94808	Q06210-2;Q06210	GFPT1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	sp|Q06210-2|GFPT1_HUMAN Isoform 2 of Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1;sp|Q06210|GFPT1_HUMAN Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 P					61409000.0	91946000.0
Q06830	Q06830	PRDX1	Peroxiredoxin-1	sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1				989140000.0	2272400000.0	3137700000.0
Q07020;Q07020-2	Q07020;Q07020-2	RPL18	60S ribosomal protein L18	sp|Q07020|RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2;sp|Q07020-2|RL18_HUMAN Isoform 2 of 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18					1130300000.0	905870000.0
Q07021	Q07021	C1QBP	Complement component 1 Q subcomponent-binding protein, mitochondrial	sp|Q07021|C1QBP_HUMAN Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1				890270000.0	632080000.0	848570000.0
Q07065	Q07065	CKAP4	Cytoskeleton-associated protein 4	sp|Q07065|CKAP4_HUMAN Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2				227850000.0	320480000.0	345070000.0
Q07666;Q07666-3;Q07666-2;O75525-2;O75525;Q5VWX1	Q07666;Q07666-3;Q07666-2	KHDRBS1	KH domain-containing, RNA-binding, signal transduction-associated protein 1	sp|Q07666|KHDR1_HUMAN KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1;sp|Q07666-3|KHDR1_HUMAN Isoform 3 of KH domain-containing, RNA-binding, signal transduction-associated protein 1 						113600000.0
Q07955;Q07955-3;Q07955-2	Q07955;Q07955-3;Q07955-2	SRSF1	Serine/arginine-rich splicing factor 1	sp|Q07955|SRSF1_HUMAN Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2;sp|Q07955-3|SRSF1_HUMAN Isoform ASF-3 of Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1;sp|Q07955-2|SRSF1_HUMAN Isoform ASF-2 o				217830000.0	546730000.0	599140000.0
Q08211;Q08211-2	Q08211	DHX9	ATP-dependent RNA helicase A	sp|Q08211|DHX9_HUMAN ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4				388250000.0	689670000.0	648980000.0
Q08257;Q08257-3;Q08257-2	Q08257;Q08257-3	CRYZ	Quinone oxidoreductase	sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;sp|Q08257-3|QOR_HUMAN Isoform 3 of Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ						65074000.0
Q08379;Q08379-2;Q9NVV4-2	Q08379;Q08379-2	GOLGA2	Golgin subfamily A member 2	sp|Q08379|GOGA2_HUMAN Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=3;sp|Q08379-2|GOGA2_HUMAN Isoform 2 of Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2				21893000.0	18974000.0	
Q08380	Q08380	LGALS3BP	Galectin-3-binding protein	sp|Q08380|LG3BP_HUMAN Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1						15145000.0
Q08499-5;Q08499-8;Q08499-4;Q08499-3;Q08499-2;Q08499-10;Q08499-9;Q08499-6;Q08499-11;Q08499	Q08499-5;Q08499-8;Q08499-4;Q08499-3;Q08499-2;Q08499-10;Q08499-9;Q08499-6;Q08499-11;Q08499	PDE4D	cAMP-specific 3,5-cyclic phosphodiesterase 4D	sp|Q08499-5|PDE4D_HUMAN Isoform 2 of cAMP-specific 3,5-cyclic phosphodiesterase 4D OS=Homo sapiens OX=9606 GN=PDE4D;sp|Q08499-8|PDE4D_HUMAN Isoform 6 of cAMP-specific 3,5-cyclic phosphodiesterase 4D OS=Homo sapiens OX=9606 GN=PDE4D;sp|Q08499-4|PDE4D_HU					1790100.0	
Q08554-2;Q08554	Q08554-2;Q08554	DSC1	Desmocollin-1	sp|Q08554-2|DSC1_HUMAN Isoform 1B of Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1;sp|Q08554|DSC1_HUMAN Desmocollin-1 OS=Homo sapiens OX=9606 GN=DSC1 PE=1 SV=2				36715000.0		
Q08945	Q08945	SSRP1	FACT complex subunit SSRP1	sp|Q08945|SSRP1_HUMAN FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1					171980000.0	197010000.0
Q08J23;Q08J23-2;Q08J23-3	Q08J23;Q08J23-2;Q08J23-3	NSUN2	tRNA (cytosine(34)-C(5))-methyltransferase	sp|Q08J23|NSUN2_HUMAN RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2;sp|Q08J23-2|NSUN2_HUMAN Isoform 2 of RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2;sp|Q08J23-3|NSUN2_HUMAN Isoform 3 of 				359610000.0	446570000.0	505030000.0
