primary_id,term_id,term_name,source,category,symbol,organism
P30041,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PRDX6,Homo sapiens (Human)
P30044,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PRDX5,Homo sapiens (Human)
Q13162,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PRDX4,Homo sapiens (Human)
P30048,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PRDX3,Homo sapiens (Human)
P32119,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PRDX2,Homo sapiens (Human)
P30153,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PPP2R1A,Homo sapiens (Human)
P36873,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PPP1CC,Homo sapiens (Human)
P23284,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PPIB,Homo sapiens (Human)
P02775,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PPBP,Homo sapiens (Human)
Q15181,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PPA1,Homo sapiens (Human)
P27169,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PON1,Homo sapiens (Human)
P00491,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PNP,Homo sapiens (Human)
O60664,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PLIN3,Homo sapiens (Human)
P00747,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PLG,Homo sapiens (Human)
P08567,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PLEK,Homo sapiens (Human)
Q15149,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PLEC,Homo sapiens (Human)
P14618,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PKM,Homo sapiens (Human)
P01833,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PIGR,Homo sapiens (Human)
A0A2C9F2M7,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PHGDH,Homo sapiens (Human)
J3KPX7,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PHB2,Homo sapiens (Human)
P35232,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PHB1,Homo sapiens (Human)
O15173,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PGRMC2,Homo sapiens (Human)
O00264,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PGRMC1,Homo sapiens (Human)
P36871,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PGM1,Homo sapiens (Human)
Q96PD5,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PGLYRP2,Homo sapiens (Human)
O95336,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PGLS,Homo sapiens (Human)
P00558,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PGK1,Homo sapiens (Human)
P52209,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PGD,Homo sapiens (Human)
P07737,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PFN1,Homo sapiens (Human)
Q01813,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PFKP,Homo sapiens (Human)
P30086,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PEBP1,Homo sapiens (Human)
Q29RF7,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PDS5A,Homo sapiens (Human)
O00151,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PDLIM1,Homo sapiens (Human)
Q15084,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PDIA6,Homo sapiens (Human)
A0A499FI48,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PDIA4,Homo sapiens (Human)
P30101,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PDIA3,Homo sapiens (Human)
P11177,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PDHB,Homo sapiens (Human)
Q8WUM4,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PDCD6IP,Homo sapiens (Human)
P12004,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PCNA,Homo sapiens (Human)
P22061,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PCMT1,Homo sapiens (Human)
Q15366,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PCBP2,Homo sapiens (Human)
Q15365,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PCBP1,Homo sapiens (Human)
P09874,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PARP1,Homo sapiens (Human)
Q99497,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PARK7,Homo sapiens (Human)
P22234,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PAICS,Homo sapiens (Human)
Q86U42,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PABPN1,Homo sapiens (Human)
P11940,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PABPC1,Homo sapiens (Human)
Q9UQ80,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,PA2G4,Homo sapiens (Human)
P07237,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,P4HB,Homo sapiens (Human)
P02763,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,ORM1,Homo sapiens (Human)
Q9NTK5,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,OLA1,Homo sapiens (Human)
Q02218,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,OGDH,Homo sapiens (Human)
Q8TEM1,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NUP210,Homo sapiens (Human)
O43809,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NUDT21,Homo sapiens (Human)
Q9Y266,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NUDC,Homo sapiens (Human)
P46459,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NSF,Homo sapiens (Human)
P06748,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NPM1,Homo sapiens (Human)
P55786,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NPEPPS,Homo sapiens (Human)
Q9Y2X3,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NOP58,Homo sapiens (Human)
O00567,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NOP56,Homo sapiens (Human)
Q15233,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NONO,Homo sapiens (Human)
J3KPD9,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NME1-NME2,Homo sapiens (Human)
P14543,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NID1,Homo sapiens (Human)
O14745,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NHERF1,Homo sapiens (Human)
O75489,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NDUFS3,Homo sapiens (Human)
P28331,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NDUFS1,Homo sapiens (Human)
P19338,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NCL,Homo sapiens (Human)
O43776,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NARS1,Homo sapiens (Human)
P54920,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NAPA,Homo sapiens (Human)
Q13765,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,NACA,Homo sapiens (Human)
B0I1T2,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MYO1G,Homo sapiens (Human)
P24844,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MYL9,Homo sapiens (Human)
G8JLA2,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MYL6,Homo sapiens (Human)
J3KND3,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MYL6,Homo sapiens (Human)
P19105,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MYL12A,Homo sapiens (Human)
P35579,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MYH9,Homo sapiens (Human)
P35580,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MYH10,Homo sapiens (Human)
Q14764,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MVP,Homo sapiens (Human)
P58546,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MTPN,Homo sapiens (Human)
Q86UE4,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MTDH,Homo sapiens (Human)
P00403,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MT-CO2,Homo sapiens (Human)
Q9Y6C9,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MTCH2,Homo sapiens (Human)
P26038,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MSN,Homo sapiens (Human)
Q13201,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MMRN1,Homo sapiens (Human)
Q14165,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MLEC,Homo sapiens (Human)
P14174,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MIF,Homo sapiens (Human)
P40926,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MDH2,Homo sapiens (Human)
P40925,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MDH1,Homo sapiens (Human)
P33993,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MCM7,Homo sapiens (Human)
Q14566,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MCM6,Homo sapiens (Human)
P33992,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MCM5,Homo sapiens (Human)
P33991,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MCM4,Homo sapiens (Human)
A0A499FHX9,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MCM3,Homo sapiens (Human)
P49736,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MCM2,Homo sapiens (Human)
A0A0R4J2E8,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MATR3,Homo sapiens (Human)
P43243,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MATR3,Homo sapiens (Human)
P31153,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MAT2A,Homo sapiens (Human)
P56192,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MARS1,Homo sapiens (Human)
Q15691,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MAPRE1,Homo sapiens (Human)
P28482,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MAPK1,Homo sapiens (Human)
P27816,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,MAP4,Homo sapiens (Human)
P20645,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,M6PR,Homo sapiens (Human)
P51884,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LUM,Homo sapiens (Human)
P09960,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LTA4H,Homo sapiens (Human)
Q96AG4,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LRRC59,Homo sapiens (Human)
P42704,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LRPPRC,Homo sapiens (Human)
Q07954,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LRP1,Homo sapiens (Human)
P02750,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LRG1,Homo sapiens (Human)
A0A2U3TZJ4,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LOC112694756,Homo sapiens (Human)
A0A2U3TZM8,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LOC112694756,Homo sapiens (Human)
Q03252,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LMNB2,Homo sapiens (Human)
P20700,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LMNB1,Homo sapiens (Human)
P02545,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LMNA,Homo sapiens (Human)
Q12907,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LMAN2,Homo sapiens (Human)
P49257,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LMAN1,Homo sapiens (Human)
P48059,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LIMS1,Homo sapiens (Human)
Q08380,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LGALS3BP,Homo sapiens (Human)
P17931,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LGALS3,Homo sapiens (Human)
P09382,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LGALS1,Homo sapiens (Human)
P07195,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LDHB,Homo sapiens (Human)
P00338,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LDHA,Homo sapiens (Human)
P13796,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LCP1,Homo sapiens (Human)
Q14847,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LASP1,Homo sapiens (Human)
Q6PKG0,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LARP1,Homo sapiens (Human)
P28838,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LAP3,Homo sapiens (Human)
Q6IAA8,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LAMTOR1,Homo sapiens (Human)
P11279,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LAMP1,Homo sapiens (Human)
P11047,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,LAMC1,Homo sapiens (Human)
Q14974,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,KPNB1,Homo sapiens (Human)
P52292,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,KPNA2,Homo sapiens (Human)
P01042,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,KNG1,Homo sapiens (Human)
P03952,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,KLKB1,Homo sapiens (Human)
P33176,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,KIF5B,Homo sapiens (Human)
Q92945,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,KHSRP,Homo sapiens (Human)
Q07666,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,KHDRBS1,Homo sapiens (Human)
Q15046,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,KARS1,Homo sapiens (Human)
P01591,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,JCHAIN,Homo sapiens (Human)
Q14624,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,ITIH4,Homo sapiens (Human)
P19823,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,ITIH2,Homo sapiens (Human)
P19827,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,ITIH1,Homo sapiens (Human)
P05556,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,ITGB1,Homo sapiens (Human)
P08648,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,ITGA5,Homo sapiens (Human)
P08514,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,ITGA2B,Homo sapiens (Human)
P46940,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IQGAP1,Homo sapiens (Human)
O95373,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IPO7,Homo sapiens (Human)
O00410,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IPO5,Homo sapiens (Human)
P12268,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IMPDH2,Homo sapiens (Human)
C9J406,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IMMT,Homo sapiens (Human)
Q13418,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,ILK,Homo sapiens (Human)
Q12905,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,ILF2,Homo sapiens (Human)
X6R6Z1,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,ILF2,Homo sapiens (Human)
P0DOY2,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IGLC2,Homo sapiens (Human)
A0A5H1ZRQ4,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IGLC1,Homo sapiens (Human)
A0A5H1ZRQ3,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IGKC,Homo sapiens (Human)
A0A0A0MS07,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IGHG1,Homo sapiens (Human)
P01857,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IGHG1,Homo sapiens (Human)
P01876,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IGHA1,Homo sapiens (Human)
P35858,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IGFALS,Homo sapiens (Human)
P11717,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IGF2R,Homo sapiens (Human)
P50213,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IDH3A,Homo sapiens (Human)
P48735,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IDH2,Homo sapiens (Human)
O75874,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,IDH1,Homo sapiens (Human)
Q7Z6Z7,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HUWE1,Homo sapiens (Human)
Q92598,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSPH1,Homo sapiens (Human)
P98160,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSPG2,Homo sapiens (Human)
P61604,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSPE1,Homo sapiens (Human)
P10809,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSPD1,Homo sapiens (Human)
P04792,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSPB1,Homo sapiens (Human)
P38646,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSPA9,Homo sapiens (Human)
P11142,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSPA8,Homo sapiens (Human)
P11021,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSPA5,Homo sapiens (Human)
P34932,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSPA4,Homo sapiens (Human)
P54652,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSPA2,Homo sapiens (Human)
P0DMV8,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSPA1A,Homo sapiens (Human)
P14625,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSP90B1,Homo sapiens (Human)
P08238,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSP90AB1,Homo sapiens (Human)
P07900,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSP90AA1,Homo sapiens (Human)
Q99714,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HSD17B10,Homo sapiens (Human)
Q86YZ3,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HRNR,Homo sapiens (Human)
P04196,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HRG,Homo sapiens (Human)
P02790,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HPX,Homo sapiens (Human)
H0Y300,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HP,Homo sapiens (Human)
P00738,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HP,Homo sapiens (Human)
Q1KMD3,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPUL2,Homo sapiens (Human)
A0A0A0MRA5,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPUL1,Homo sapiens (Human)
A0A1X7SBS1,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPU,Homo sapiens (Human)
O43390,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPR,Homo sapiens (Human)
P52272,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPM,Homo sapiens (Human)
P14866,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPL,Homo sapiens (Human)
P61978,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPK,Homo sapiens (Human)
P55795,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPH2,Homo sapiens (Human)
P31943,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPH1,Homo sapiens (Human)
P52597,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPF,Homo sapiens (Human)
O14979,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPDL,Homo sapiens (Human)
Q14103,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPD,Homo sapiens (Human)
B4DY08,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPC,Homo sapiens (Human)
Q99729,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPAB,Homo sapiens (Human)
P22626,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPA2B1,Homo sapiens (Human)
P09651,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPA1,Homo sapiens (Human)
Q13151,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HNRNPA0,Homo sapiens (Human)
P26583,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HMGB2,Homo sapiens (Human)
P09429,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HMGB1,Homo sapiens (Human)
P49773,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HINT1,Homo sapiens (Human)
P31937,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HIBADH,Homo sapiens (Human)
P07686,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HEXB,Homo sapiens (Human)
P06865,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HEXA,Homo sapiens (Human)
P51858,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HDGF,Homo sapiens (Human)
F8W6P5,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HBB,Homo sapiens (Human)
P55084,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HADHB,Homo sapiens (Human)
P40939,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HADHA,Homo sapiens (Human)
Q9P035,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,HACD3,Homo sapiens (Human)
P62805,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,H4C9,Homo sapiens (Human)
P84243,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,H3-3B,Homo sapiens (Human)
P62807,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,H2BC8,Homo sapiens (Human)
P16104,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,H2AX,Homo sapiens (Human)
Q9BTM1,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,H2AJ,Homo sapiens (Human)
P16401,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,H1-5,Homo sapiens (Human)
P10412,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,H1-4,Homo sapiens (Human)
P16403,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,H1-2,Homo sapiens (Human)
Q92522,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,H1-10,Homo sapiens (Human)
P78417,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GSTO1,Homo sapiens (Human)
P00390,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GSR,Homo sapiens (Human)
Q9UBQ7,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GRHPR,Homo sapiens (Human)
P22352,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GPX3,Homo sapiens (Human)
P06744,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GPI,Homo sapiens (Human)
P07359,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GP1BA,Homo sapiens (Human)
P00505,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GOT2,Homo sapiens (Human)
P17174,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GOT1,Homo sapiens (Human)
P15586,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GNS,Homo sapiens (Human)
P62879,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GNB2,Homo sapiens (Human)
P62873,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GNB1,Homo sapiens (Human)
P04899,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GNAI2,Homo sapiens (Human)
P00367,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GLUD1,Homo sapiens (Human)
Q04760,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GLO1,Homo sapiens (Human)
Q92896,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GLG1,Homo sapiens (Human)
P16278,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GLB1,Homo sapiens (Human)
Q92820,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GGH,Homo sapiens (Human)
P50395,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GDI2,Homo sapiens (Human)
Q92616,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GCN1,Homo sapiens (Human)
P02774,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GC,Homo sapiens (Human)
P22102,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GART,Homo sapiens (Human)
P41250,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GARS1,Homo sapiens (Human)
P04406,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GAPDH,Homo sapiens (Human)
Q14697,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GANAB,Homo sapiens (Human)
O14976,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GAK,Homo sapiens (Human)
P10253,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,GAA,Homo sapiens (Human)
Q13283,CONTAM:top_1000_human,top 1000 Human,contaminants,abundant_proteome,G3BP1,Homo sapiens (Human)
