primary_id,term_id,term_name,source,category,symbol,organism
P35527,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT9,Homo sapiens (Human)
P35908,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT2,Homo sapiens (Human)
P13645,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT10,Homo sapiens (Human)
P04264,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT1,Homo sapiens (Human)
P10599,CONTAM:ccp,CCP,contaminants,contaminant_db,TXN,Homo sapiens (Human)
P00441,CONTAM:ccp,CCP,contaminants,contaminant_db,SOD1,Homo sapiens (Human)
P62979,CONTAM:ccp,CCP,contaminants,contaminant_db,RPS27A,Homo sapiens (Human)
Q06830,CONTAM:ccp,CCP,contaminants,contaminant_db,PRDX1,Homo sapiens (Human)
P61626,CONTAM:ccp,CCP,contaminants,contaminant_db,LYZ,Homo sapiens (Human)
P02788,CONTAM:ccp,CCP,contaminants,contaminant_db,LTF,Homo sapiens (Human)
P68871,CONTAM:ccp,CCP,contaminants,contaminant_db,HBB,Homo sapiens (Human)
P69905,CONTAM:ccp,CCP,contaminants,contaminant_db,HBA2,Homo sapiens (Human)
P12081,CONTAM:ccp,CCP,contaminants,contaminant_db,HARS1,Homo sapiens (Human)
P09211,CONTAM:ccp,CCP,contaminants,contaminant_db,GSTP1,Homo sapiens (Human)
P06396,CONTAM:ccp,CCP,contaminants,contaminant_db,GSN,Homo sapiens (Human)
P99999,CONTAM:ccp,CCP,contaminants,contaminant_db,CYCS,Homo sapiens (Human)
P07339,CONTAM:ccp,CCP,contaminants,contaminant_db,CTSD,Homo sapiens (Human)
P04040,CONTAM:ccp,CCP,contaminants,contaminant_db,CAT,Homo sapiens (Human)
P00918,CONTAM:ccp,CCP,contaminants,contaminant_db,CA2,Homo sapiens (Human)
P01031,CONTAM:ccp,CCP,contaminants,contaminant_db,C5,Homo sapiens (Human)
P02768,CONTAM:ccp,CCP,contaminants,contaminant_db,ALB,Homo sapiens (Human)
Q02958,CONTAM:ccp,CCP,contaminants,contaminant_db,KRTAP6-1,Ovis aries (Sheep)
O43790,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT86,Homo sapiens (Human)
P78386,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT85,Homo sapiens (Human)
Q9NSB2,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT84,Homo sapiens (Human)
P78385,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT83,Homo sapiens (Human)
Q9NSB4,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT82,Homo sapiens (Human)
Q14533,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT81,Homo sapiens (Human)
O76015,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT38,Homo sapiens (Human)
O76014,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT37,Homo sapiens (Human)
O76013,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT36,Homo sapiens (Human)
Q92764,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT35,Homo sapiens (Human)
O76011,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT34,Homo sapiens (Human)
Q14525,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT33B,Homo sapiens (Human)
O76009,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT33A,Homo sapiens (Human)
Q14532,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT32,Homo sapiens (Human)
Q15323,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT31,Homo sapiens (Human)
P02438,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02439,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02440,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02441,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02443,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02444,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02445,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02534,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02539,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P08131,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P15241,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P25690,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P25691,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P26372,CONTAM:ccp,CCP,contaminants,contaminant_db,,Ovis aries (Sheep)
P63279,CONTAM:ccp,CCP,contaminants,contaminant_db,UBE2I,Homo sapiens (Human)
P51965,CONTAM:ccp,CCP,contaminants,contaminant_db,UBE2E1,Homo sapiens (Human)
O00762,CONTAM:ccp,CCP,contaminants,contaminant_db,UBE2C,Homo sapiens (Human)
P01375,CONTAM:ccp,CCP,contaminants,contaminant_db,TNF,Homo sapiens (Human)
P02787,CONTAM:ccp,CCP,contaminants,contaminant_db,TF,Homo sapiens (Human)
P63165,CONTAM:ccp,CCP,contaminants,contaminant_db,SUMO1,Homo sapiens (Human)
O82803,CONTAM:ccp,CCP,contaminants,contaminant_db,SRPP,Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)
P01012,CONTAM:ccp,CCP,contaminants,contaminant_db,SERPINB14,Gallus gallus (Chicken)
P02753,CONTAM:ccp,CCP,contaminants,contaminant_db,RBP4,Homo sapiens (Human)
P00760,CONTAM:ccp,CCP,contaminants,contaminant_db,PRSS1,Bos taurus (Bovine)
P62937,CONTAM:ccp,CCP,contaminants,contaminant_db,PPIA,Homo sapiens (Human)
P30879,CONTAM:ccp,CCP,contaminants,contaminant_db,PGC,Sus scrofa (Pig)
Q10735,CONTAM:ccp,CCP,contaminants,contaminant_db,PGB,Sus scrofa (Pig)
P00791,CONTAM:ccp,CCP,contaminants,contaminant_db,PGA,Sus scrofa (Pig)
P00792,CONTAM:ccp,CCP,contaminants,contaminant_db,PGA,Bos taurus (Bovine)
P01127,CONTAM:ccp,CCP,contaminants,contaminant_db,PDGFB,Homo sapiens (Human)
P16083,CONTAM:ccp,CCP,contaminants,contaminant_db,NQO2,Homo sapiens (Human)
P15559,CONTAM:ccp,CCP,contaminants,contaminant_db,NQO1,Homo sapiens (Human)
Q15843,CONTAM:ccp,CCP,contaminants,contaminant_db,NEDD8,Homo sapiens (Human)
P81054,CONTAM:ccp,CCP,contaminants,contaminant_db,MEP,Grifola frondosa (Maitake) (Polyporus frondosus)
P68082,CONTAM:ccp,CCP,contaminants,contaminant_db,MB,Equus caballus (Horse)
P02144,CONTAM:ccp,CCP,contaminants,contaminant_db,MB,Homo sapiens (Human)
P10636,CONTAM:ccp,CCP,contaminants,contaminant_db,MAPT,Homo sapiens (Human)
P00698,CONTAM:ccp,CCP,contaminants,contaminant_db,LYZ,Gallus gallus (Chicken)
P41159,CONTAM:ccp,CCP,contaminants,contaminant_db,LEP,Homo sapiens (Human)
P00709,CONTAM:ccp,CCP,contaminants,contaminant_db,LALBA,Homo sapiens (Human)
P00722,CONTAM:ccp,CCP,contaminants,contaminant_db,lacZ,Escherichia coli (strain K12)
P0C1U8,CONTAM:ccp,CCP,contaminants,contaminant_db,sspA,Staphylococcus aureus
O77727,CONTAM:ccp,CCP,contaminants,contaminant_db,KRT15,Ovis aries (Sheep)
P01344,CONTAM:ccp,CCP,contaminants,contaminant_db,IGF2,Homo sapiens (Human)
P01112,CONTAM:ccp,CCP,contaminants,contaminant_db,HRAS,Homo sapiens (Human)
P08263,CONTAM:ccp,CCP,contaminants,contaminant_db,GSTA1,Homo sapiens (Human)
P00366,CONTAM:ccp,CCP,contaminants,contaminant_db,GLUD1,Bos taurus (Bovine)
P42212,CONTAM:ccp,CCP,contaminants,contaminant_db,GFP,Aequorea victoria (Water jellyfish) (Mesonema victoria)
P32503,CONTAM:ccp,CCP,contaminants,contaminant_db,gag,Saccharomyces cerevisiae virus L-A (ScV-L-A) (ScVL1)
P05413,CONTAM:ccp,CCP,contaminants,contaminant_db,FABP3,Homo sapiens (Human)
P01133,CONTAM:ccp,CCP,contaminants,contaminant_db,EGF,Homo sapiens (Human)
P00004,CONTAM:ccp,CCP,contaminants,contaminant_db,CYCS,Equus caballus (Horse)
P00167,CONTAM:ccp,CCP,contaminants,contaminant_db,CYB5A,Homo sapiens (Human)
P10145,CONTAM:ccp,CCP,contaminants,contaminant_db,CXCL8,Homo sapiens (Human)
P08311,CONTAM:ccp,CCP,contaminants,contaminant_db,CTSG,Homo sapiens (Human)
P02741,CONTAM:ccp,CCP,contaminants,contaminant_db,CRP,Homo sapiens (Human)
P06732,CONTAM:ccp,CCP,contaminants,contaminant_db,CKM,Homo sapiens (Human)
P00921,CONTAM:ccp,CCP,contaminants,contaminant_db,CA2,Bos taurus (Bovine)
P00915,CONTAM:ccp,CCP,contaminants,contaminant_db,CA1,Homo sapiens (Human)
P55957,CONTAM:ccp,CCP,contaminants,contaminant_db,BID,Homo sapiens (Human)
P61769,CONTAM:ccp,CCP,contaminants,contaminant_db,B2M,Homo sapiens (Human)
P0DTE8,CONTAM:ccp,CCP,contaminants,contaminant_db,AMY1C,Homo sapiens (Human)
P0DTE7,CONTAM:ccp,CCP,contaminants,contaminant_db,AMY1B,Homo sapiens (Human)
P0DUB6,CONTAM:ccp,CCP,contaminants,contaminant_db,AMY1A,Homo sapiens (Human)
P00883,CONTAM:ccp,CCP,contaminants,contaminant_db,ALDOA,Oryctolagus cuniculus (Rabbit)
P00330,CONTAM:ccp,CCP,contaminants,contaminant_db,ADH1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P15252,CONTAM:ccp,CCP,contaminants,contaminant_db,,Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)
P00767,CONTAM:ccp,CCP,contaminants,contaminant_db,,Bos taurus (Bovine)
Q29463,CONTAM:ccp,CCP,contaminants,contaminant_db,,Bos taurus (Bovine)
Q7M135,CONTAM:ccp,CCP,contaminants,contaminant_db,,Lysobacter enzymogenes
P0AEX9,CONTAM:ccp,CCP,contaminants,contaminant_db,malE,Escherichia coli (strain K12)
Q29461,CONTAM:ccp,CCP,contaminants,contaminant_db,CELA2A,Bos taurus (Bovine)
P00772,CONTAM:ccp,CCP,contaminants,contaminant_db,CELA1,Sus scrofa (Pig)
Q28153,CONTAM:ccp,CCP,contaminants,contaminant_db,CELA1,Bos taurus (Bovine)
P21578,CONTAM:ccp,CCP,contaminants,contaminant_db,luxY,Aliivibrio fischeri (Vibrio fischeri)
P22629,CONTAM:ccp,CCP,contaminants,contaminant_db,,Streptomyces avidinii
P00711,CONTAM:ccp,CCP,contaminants,contaminant_db,LALBA,Bos taurus (Bovine)
Q58D62,CONTAM:ccp,CCP,contaminants,contaminant_db,FETUB,Bos taurus (Bovine)
P02668,CONTAM:ccp,CCP,contaminants,contaminant_db,CSN3,Bos taurus (Bovine)
P02666,CONTAM:ccp,CCP,contaminants,contaminant_db,CSN2,Bos taurus (Bovine)
P02663,CONTAM:ccp,CCP,contaminants,contaminant_db,CSN1S2,Bos taurus (Bovine)
P02662,CONTAM:ccp,CCP,contaminants,contaminant_db,CSN1S1,Bos taurus (Bovine)
P02769,CONTAM:ccp,CCP,contaminants,contaminant_db,ALB,Bos taurus (Bovine)
P12763,CONTAM:ccp,CCP,contaminants,contaminant_db,AHSG,Bos taurus (Bovine)
P00761,CONTAM:ccp,CCP,contaminants,contaminant_db,,Sus scrofa (Pig)
P00766,CONTAM:ccp,CCP,contaminants,contaminant_db,,Bos taurus (Bovine)
P35527,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT9,Homo sapiens (Human)
P35908,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT2,Homo sapiens (Human)
P13645,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT10,Homo sapiens (Human)
P04264,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT1,Homo sapiens (Human)
P10599,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,TXN,Homo sapiens (Human)
P00441,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,SOD1,Homo sapiens (Human)
P62979,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,RPS27A,Homo sapiens (Human)
Q06830,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,PRDX1,Homo sapiens (Human)
P61626,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,LYZ,Homo sapiens (Human)
P02788,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,LTF,Homo sapiens (Human)
P68871,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,HBB,Homo sapiens (Human)
P69905,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,HBA2,Homo sapiens (Human)
P12081,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,HARS1,Homo sapiens (Human)
P09211,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,GSTP1,Homo sapiens (Human)
P06396,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,GSN,Homo sapiens (Human)
P99999,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CYCS,Homo sapiens (Human)
P07339,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CTSD,Homo sapiens (Human)
P04040,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CAT,Homo sapiens (Human)
P00918,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CA2,Homo sapiens (Human)
P01031,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,C5,Homo sapiens (Human)
P02768,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,ALB,Homo sapiens (Human)
P01008,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,SERPINC1,Homo sapiens (Human)
P08758,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,ANXA5,Homo sapiens (Human)
Q02958,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRTAP6-1,Ovis aries (Sheep)
O43790,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT86,Homo sapiens (Human)
P78386,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT85,Homo sapiens (Human)
Q9NSB2,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT84,Homo sapiens (Human)
P78385,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT83,Homo sapiens (Human)
Q9NSB4,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT82,Homo sapiens (Human)
Q14533,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT81,Homo sapiens (Human)
O76015,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT38,Homo sapiens (Human)
O76014,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT37,Homo sapiens (Human)
O76013,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT36,Homo sapiens (Human)
Q92764,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT35,Homo sapiens (Human)
O76011,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT34,Homo sapiens (Human)
Q14525,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT33B,Homo sapiens (Human)
O76009,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT33A,Homo sapiens (Human)
Q14532,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT32,Homo sapiens (Human)
Q15323,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT31,Homo sapiens (Human)
P02438,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02439,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02440,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02441,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02443,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02444,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02445,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02534,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P02539,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P08131,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P15241,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P25690,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P25691,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P26372,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Ovis aries (Sheep)
P63279,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,UBE2I,Homo sapiens (Human)
P51965,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,UBE2E1,Homo sapiens (Human)
O00762,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,UBE2C,Homo sapiens (Human)
P01375,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,TNF,Homo sapiens (Human)
P02787,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,TF,Homo sapiens (Human)
P63165,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,SUMO1,Homo sapiens (Human)
O82803,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,SRPP,Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)
P01012,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,SERPINB14,Gallus gallus (Chicken)
P02753,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,RBP4,Homo sapiens (Human)
P00760,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,PRSS1,Bos taurus (Bovine)
P62937,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,PPIA,Homo sapiens (Human)
P30879,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,PGC,Sus scrofa (Pig)
Q10735,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,PGB,Sus scrofa (Pig)
P00791,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,PGA,Sus scrofa (Pig)
P00792,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,PGA,Bos taurus (Bovine)
P01127,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,PDGFB,Homo sapiens (Human)
P16083,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,NQO2,Homo sapiens (Human)
P15559,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,NQO1,Homo sapiens (Human)
Q15843,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,NEDD8,Homo sapiens (Human)
P81054,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,MEP,Grifola frondosa (Maitake) (Polyporus frondosus)
P68082,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,MB,Equus caballus (Horse)
P02144,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,MB,Homo sapiens (Human)
P10636,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,MAPT,Homo sapiens (Human)
P00698,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,LYZ,Gallus gallus (Chicken)
P41159,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,LEP,Homo sapiens (Human)
P00709,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,LALBA,Homo sapiens (Human)
P00722,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,lacZ,Escherichia coli (strain K12)
P0C1U8,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,sspA,Staphylococcus aureus
O77727,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,KRT15,Ovis aries (Sheep)
P01344,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,IGF2,Homo sapiens (Human)
P01112,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,HRAS,Homo sapiens (Human)
P08263,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,GSTA1,Homo sapiens (Human)
P00366,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,GLUD1,Bos taurus (Bovine)
P42212,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,GFP,Aequorea victoria (Water jellyfish) (Mesonema victoria)
P32503,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,gag,Saccharomyces cerevisiae virus L-A (ScV-L-A) (ScVL1)
P05413,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,FABP3,Homo sapiens (Human)
P01133,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,EGF,Homo sapiens (Human)
P00004,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CYCS,Equus caballus (Horse)
P00167,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CYB5A,Homo sapiens (Human)
P10145,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CXCL8,Homo sapiens (Human)
P08311,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CTSG,Homo sapiens (Human)
P02741,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CRP,Homo sapiens (Human)
P06732,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CKM,Homo sapiens (Human)
P00921,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CA2,Bos taurus (Bovine)
P00915,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CA1,Homo sapiens (Human)
P55957,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,BID,Homo sapiens (Human)
P61769,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,B2M,Homo sapiens (Human)
P0DTE8,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,AMY1C,Homo sapiens (Human)
P0DTE7,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,AMY1B,Homo sapiens (Human)
P0DUB6,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,AMY1A,Homo sapiens (Human)
P00883,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,ALDOA,Oryctolagus cuniculus (Rabbit)
P00330,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,ADH1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P15252,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)
P00767,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Bos taurus (Bovine)
Q29463,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Bos taurus (Bovine)
Q7M135,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Lysobacter enzymogenes
P00711,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,LALBA,Bos taurus (Bovine)
P02668,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CSN3,Bos taurus (Bovine)
P02666,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CSN2,Bos taurus (Bovine)
P02663,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CSN1S2,Bos taurus (Bovine)
P02662,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,CSN1S1,Bos taurus (Bovine)
P02769,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,ALB,Bos taurus (Bovine)
P00761,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Sus scrofa (Pig)
P00766,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,,Bos taurus (Bovine)
Q2FZL2,CONTAM:c_rap,c-RAP,contaminants,contaminant_db,sspA,Staphylococcus aureus (strain NCTC 8325 / PS 47)
Q8VED5,CONTAM:mq,MQ,contaminants,contaminant_db,Krt79,Mus musculus (Mouse)
Q6IFZ6,CONTAM:mq,MQ,contaminants,contaminant_db,Krt77,Mus musculus (Mouse)
Q8BGZ7,CONTAM:mq,MQ,contaminants,contaminant_db,Krt75,Mus musculus (Mouse)
Q9R0H5,CONTAM:mq,MQ,contaminants,contaminant_db,Krt71,Mus musculus (Mouse)
P50446,CONTAM:mq,MQ,contaminants,contaminant_db,Krt6a,Mus musculus (Mouse)
Q922U2,CONTAM:mq,MQ,contaminants,contaminant_db,Krt5,Mus musculus (Mouse)
Q6IFX2,CONTAM:mq,MQ,contaminants,contaminant_db,Krt42,Mus musculus (Mouse)
Q3TTY5,CONTAM:mq,MQ,contaminants,contaminant_db,Krt2,Mus musculus (Mouse)
P05784,CONTAM:mq,MQ,contaminants,contaminant_db,Krt18,Mus musculus (Mouse)
Q9QWL7,CONTAM:mq,MQ,contaminants,contaminant_db,Krt17,Mus musculus (Mouse)
P35527,CONTAM:mq,MQ,contaminants,contaminant_db,KRT9,Homo sapiens (Human)
P35908,CONTAM:mq,MQ,contaminants,contaminant_db,KRT2,Homo sapiens (Human)
P13645,CONTAM:mq,MQ,contaminants,contaminant_db,KRT10,Homo sapiens (Human)
P04264,CONTAM:mq,MQ,contaminants,contaminant_db,KRT1,Homo sapiens (Human)
P05787,CONTAM:mq,MQ,contaminants,contaminant_db,KRT8,Homo sapiens (Human)
Q7Z794,CONTAM:mq,MQ,contaminants,contaminant_db,KRT77,Homo sapiens (Human)
O95678,CONTAM:mq,MQ,contaminants,contaminant_db,KRT75,Homo sapiens (Human)
P08729,CONTAM:mq,MQ,contaminants,contaminant_db,KRT7,Homo sapiens (Human)
P48668,CONTAM:mq,MQ,contaminants,contaminant_db,KRT6C,Homo sapiens (Human)
P04259,CONTAM:mq,MQ,contaminants,contaminant_db,KRT6B,Homo sapiens (Human)
P02538,CONTAM:mq,MQ,contaminants,contaminant_db,KRT6A,Homo sapiens (Human)
P13647,CONTAM:mq,MQ,contaminants,contaminant_db,KRT5,Homo sapiens (Human)
P08727,CONTAM:mq,MQ,contaminants,contaminant_db,KRT19,Homo sapiens (Human)
Q04695,CONTAM:mq,MQ,contaminants,contaminant_db,KRT17,Homo sapiens (Human)
P08779,CONTAM:mq,MQ,contaminants,contaminant_db,KRT16,Homo sapiens (Human)
P02533,CONTAM:mq,MQ,contaminants,contaminant_db,KRT14,Homo sapiens (Human)
P02768,CONTAM:mq,MQ,contaminants,contaminant_db,ALB,Homo sapiens (Human)
Q86YZ3,CONTAM:mq,MQ,contaminants,contaminant_db,HRNR,Homo sapiens (Human)
O43790,CONTAM:mq,MQ,contaminants,contaminant_db,KRT86,Homo sapiens (Human)
P78386,CONTAM:mq,MQ,contaminants,contaminant_db,KRT85,Homo sapiens (Human)
Q9NSB2,CONTAM:mq,MQ,contaminants,contaminant_db,KRT84,Homo sapiens (Human)
P78385,CONTAM:mq,MQ,contaminants,contaminant_db,KRT83,Homo sapiens (Human)
Q9NSB4,CONTAM:mq,MQ,contaminants,contaminant_db,KRT82,Homo sapiens (Human)
Q14533,CONTAM:mq,MQ,contaminants,contaminant_db,KRT81,Homo sapiens (Human)
O76015,CONTAM:mq,MQ,contaminants,contaminant_db,KRT38,Homo sapiens (Human)
O76014,CONTAM:mq,MQ,contaminants,contaminant_db,KRT37,Homo sapiens (Human)
O76013,CONTAM:mq,MQ,contaminants,contaminant_db,KRT36,Homo sapiens (Human)
Q92764,CONTAM:mq,MQ,contaminants,contaminant_db,KRT35,Homo sapiens (Human)
O76011,CONTAM:mq,MQ,contaminants,contaminant_db,KRT34,Homo sapiens (Human)
Q14525,CONTAM:mq,MQ,contaminants,contaminant_db,KRT33B,Homo sapiens (Human)
O76009,CONTAM:mq,MQ,contaminants,contaminant_db,KRT33A,Homo sapiens (Human)
Q14532,CONTAM:mq,MQ,contaminants,contaminant_db,KRT32,Homo sapiens (Human)
